@relation train
@attribute R REAL
@attribute G REAL
@attribute B REAL
@attribute type {1,2,3,4,5,6,7}
@data
174.72,151.67,138.36,3
205.95,176.75,162.77,3
182.57,155.68,144.52,3
205.48,178.01,168.05,3
209.13,180.22,168.85,3
174.72,151.67,138.36,3
174.72,151.67,138.36,3
201.17,173.28,160.76,3
183.1,149.39,133.5,3
199.56,179.99,170.64,3
165.91,127.24,110.14,3
182.43,148.01,131.69,3
162.37,124.89,105.17,3
168.49,140.76,124.11,3
134.42,98.061,77.514,3
174.72,151.67,138.36,3
174.72,151.67,138.36,3
109.95,76.517,58.35,3
174.72,151.67,138.36,3
123.36,86.352,68.2,3
174.72,151.67,138.36,3
171.92,137.06,117.97,3
174.72,151.67,138.36,3
197.37,170.73,157.09,3
202.24,167.7,154.37,3
174.72,151.67,138.36,3
195.16,159.78,141.1,3
160.11,135.35,122.64,3
178.39,143.58,123.23,3
174.72,151.67,138.36,3
174.72,151.67,138.36,3
168.26,133.71,115.9,3
174.72,151.67,138.36,3
172.6,138.01,121.87,3
174.72,151.67,138.36,3
191.15,157.69,141.49,3
190.7,165.45,150.22,3
194.78,168.44,153.93,3
181.77,157.85,143.83,3
174.72,151.67,138.36,3
194.4,163.89,147.72,3
200.19,168.15,148.87,3
174.72,151.67,138.36,3
204.68,170.18,150.72,3
191.71,160.75,140.11,3
183.35,157.48,139.85,3
174.72,151.67,138.36,3
165.62,137.43,123.18,3
206.86,169.28,147.87,3
200.9,165.53,141.2,3
187.42,146.54,124.21,3
174.72,151.67,138.36,3
167.68,124.11,98.848,3
174.72,151.67,138.36,3
159.49,124.67,105.39,3
165.47,134.66,115.08,3
174.72,151.67,138.36,3
174.72,151.67,138.36,3
174.72,151.67,138.36,3
129.59,99.336,85.589,3
120.02,92.584,83.387,3
124.8,91.882,73.555,3
138.56,97.48,78.321,3
186.04,189.5,190.69,3
194.87,196.24,197.35,3
174.72,151.67,138.36,4
174.72,151.67,138.36,4
170.48,163.64,156.97,4
92.51,84.739,81.545,5
92.51,84.739,81.545,5
183.39,172.37,172.19,5
174.72,151.67,138.36,5
215.32,216.97,228.73,5
172.74,171.71,178.36,5
212.78,217.74,229.72,5
186.38,175.92,172.83,5
203.47,193.1,193.92,5
225.78,227.25,240.81,5
178.55,190.65,198.05,5
194.64,182.92,175.5,5
221.77,238.8,247.91,5
192.74,208.44,220.5,5
205.44,223.77,237.64,5
206.83,226.25,237.65,5
174.72,151.67,138.36,5
157.44,151.84,143.53,5
50.506,43.416,37.187,5
174.72,151.67,138.36,5
225.58,235,237.51,5
174.87,172.71,170.27,5
173.12,166.2,160.29,5
201.06,209.99,214.27,5
189.73,171.7,163.2,5
161.54,130.79,124.86,5
176.04,187.74,196.51,5
174.72,151.67,138.36,5
156.4,137.54,125.49,5
219.95,235.46,243.71,5
198.99,212.06,221.29,5
143.02,130.31,123.87,5
210.56,237.59,250.68,5
210.05,238.59,251.71,5
125.98,109.4,103.94,5
83.934,65.464,51.41,5
49.659,43.891,35.476,5
174.72,151.67,138.36,5
69.747,51.889,42.377,5
163.16,151.48,141.57,5
169.06,156.2,145.72,5
172.04,160.77,151.4,5
159.36,159.27,153.08,5
102.38,87.075,71.335,5
119.7,74.098,75.075,5
58.345,43.266,29.784,5
87.286,71.534,53.665,5
192.75,182.81,190.76,5
181.53,137.11,140.25,5
183.52,166.38,170.32,5
110.87,72.126,60.43,5
174.72,151.67,138.36,5
151.32,136.61,114.85,5
153.38,159,156.85,5
174.72,151.67,138.36,5
71.464,54.153,32.009,5
71.453,52.089,25.477,5
140.68,133.64,109.2,5
132.83,124.29,97.523,5
89.743,82.083,66.423,5
79.004,61.812,42.471,5
254.05,254.98,254.95,1
254.43,255,255,1
254.15,255,255,1
254.89,255,255,1
246.7,245,242.67,1
254.99,254.99,254.99,1
255,255,255,1
254.9,255,254.99,1
232.63,230.82,227.63,1
253.37,254.05,254.57,1
254.85,255,255,1
254.35,255,254.98,1
191.1,184.42,176.06,3
220.79,196.45,172.48,3
191.1,184.42,176.06,3
248.57,215.38,183.41,3
234.33,195.78,160.44,3
191.1,184.42,176.06,3
240.84,202.95,165.15,3
239.22,196.86,160.99,3
191.1,184.42,176.06,3
244.57,208.07,158.95,3
211.77,198.26,176.66,3
191.1,184.42,176.06,3
253.46,221.7,171.24,3
251.56,223.74,177.91,3
252.49,227.95,179.91,3
204.7,188.19,176.78,4
191.1,184.42,176.06,4
216.17,207.14,198.93,4
224.94,215.74,208.49,4
229.16,221.03,215.83,4
199.2,192.65,184.82,4
206.47,201.01,195.18,4
209.85,203.23,196.81,4
213.77,207.48,203.68,4
199.64,195.05,191.19,4
192.05,186.6,179.39,4
202.39,195.52,192.22,4
191.1,184.42,176.06,4
204.48,199.88,198.21,4
212.47,205.13,201.92,4
221.33,212.33,207.27,4
214.8,208.02,205.24,4
212.55,205.38,203.13,4
199.81,192.49,185.94,4
212.21,202.14,194.36,4
191.1,184.42,176.06,5
236.42,244.77,247.48,5
224.77,234.2,239.75,5
211.71,207.63,201.27,5
235.48,245.38,250.2,5
205.68,217.49,228.54,5
221.06,232.8,240.52,5
228.19,241.25,248.4,5
230.34,238.26,244.01,5
204.87,201.99,195.7,5
191.1,184.42,176.06,5
147.34,143.93,135.29,5
156.3,124.51,90.671,5
139.83,92.535,112.81,5
143.9,103.71,77.604,5
86.034,90.465,90.029,5
185.69,116.19,108.58,5
44.626,42.084,38.283,5
191.1,184.42,176.06,5
45.36,47.183,48.446,5
191.1,184.42,176.06,5
70.533,71.198,68.785,5
73.158,70.103,68.398,5
174.04,174.55,169.82,5
164.96,167.86,159.16,5
58.799,48.405,27.691,5
191.1,184.42,176.06,5
166,143.63,130.44,6
182.59,159.24,143.07,6
186.47,160.57,142.66,1
255,255,254.99,1
255,255,254.98,1
254.99,254.99,254.99,1
186.47,160.57,142.66,1
254.98,254.98,254.94,1
254.98,254.98,254.98,1
255,255,255,1
254.98,255,254.97,1
209.37,192.31,180.42,1
209.35,192.29,180.32,1
251.67,250.17,248.97,1
254.84,254.84,254.84,1
255,255,254.88,1
251.67,250.17,248.97,1
255,255,254.97,1
254.47,254.24,253.97,1
115.35,98.898,63.471,2
83.369,68.788,44.513,2
76.914,67.774,39.647,2
53.971,51.315,35.53,2
193.04,159.27,134.68,3
186.47,160.57,142.66,3
186.47,160.57,142.66,3
178.35,131.86,103.75,3
179.31,147.44,125.68,3
186.47,160.57,142.66,3
186.47,160.57,142.66,3
179.4,136.24,106.69,3
203.88,169.78,138.02,3
214.78,182.11,153.74,3
213.87,186.31,159.38,3
186.47,160.57,142.66,3
186.47,160.57,142.66,3
196.21,162.13,132.7,3
192.88,156.7,128.78,3
211.72,176.6,150.05,3
186.47,160.57,142.66,3
186.47,160.57,142.66,3
196.69,152.54,120.16,3
186.47,160.57,142.66,3
188.81,142.32,110.38,3
186.47,160.57,142.66,3
163.66,121.74,94.296,3
186.47,160.57,142.66,3
199.68,170.8,153.7,3
200.99,176.99,162.71,3
186.47,160.57,142.66,3
207.23,184.73,172.23,3
208.01,186.18,175.02,3
212.15,187.13,174.56,3
219.25,198.58,186.28,3
186.47,160.57,142.66,3
219.46,200.43,192.65,3
186.47,160.57,142.66,3
173.52,129.99,109.69,3
188.59,151.76,132.73,3
188.97,152.83,135.67,3
166.5,126.08,110.06,3
186.47,160.57,142.66,3
212.41,186.49,174.73,3
186.37,156.9,141.59,3
209.65,180.75,165.71,3
186.47,160.57,142.66,3
208.83,183.57,172.72,3
186.47,160.57,142.66,3
202.71,176.16,163.82,3
200.91,171.29,151.6,3
191.78,160.61,142.12,3
180.07,153.64,135.16,3
186.47,160.57,142.66,3
176.59,138.3,118.94,3
168.31,129.54,108.99,3
169.81,127.97,109.06,3
173.28,128.24,106.52,3
181.12,150.2,131.67,3
187.51,154.95,137.84,3
208.11,177.68,156.86,3
193.33,170.43,157.71,3
186.47,160.57,142.66,3
153.76,118.67,103.63,3
216.39,184.73,156.74,3
215.41,182.69,156.25,3
147.5,118.77,92.118,3
181.17,144.56,123.17,3
166.59,147.74,128.62,5
181.27,161.08,145.14,5
119.14,101.81,99.927,5
186.47,160.57,142.66,5
198.55,198.47,200.79,5
206.93,195.46,188.14,5
235.67,249.23,254.11,5
186.47,160.57,142.66,5
186.47,160.57,142.66,5
113.68,109.7,103.35,5
204.49,198.59,190.49,5
245.87,252.29,254.29,5
206.67,204.77,201.99,5
200.39,209.06,212.34,5
143.43,129.55,117.7,5
151.28,137.39,123.78,5
242.16,249.28,254.07,5
214.07,213.75,214.2,5
207.51,207.86,205.77,5
243.18,251.75,253.94,5
186.47,160.57,142.66,5
193.56,179.51,168.77,5
222.77,212.17,203.21,5
186.47,160.57,142.66,5
186.47,160.57,142.66,5
107.09,91.634,82.16,5
152.79,124.88,128.11,5
186.47,160.57,142.66,5
131.3,98.79,91.61,5
186.47,160.57,142.66,5
124.72,102.02,102.73,5
145.5,123.08,105.62,5
186.47,160.57,142.66,5
106.6,94.288,86.261,5
148.15,140.86,122.35,5
117.54,107.65,88.749,5
123.02,112,97.451,5
145.06,138.39,129.57,5
129.67,118.26,107.22,5
117.13,117.74,111.32,5
135.69,104.26,68.285,5
141.24,110.19,82.088,5
109.67,89.094,53.869,5
108.38,91.922,79.691,5
115.69,99.358,78.404,5
117.06,84.228,69.481,5
112,81.538,69.457,5
140.56,129.13,126.68,5
186.47,160.57,142.66,5
180.97,166.57,150.11,5
186.47,160.57,142.66,5
155.1,135.14,117.35,5
173.05,144.71,124.88,5
186.47,160.57,142.66,5
85.019,64.869,48.316,5
104.13,76.603,57.669,5
84.451,62.959,51.045,5
127.26,111.4,93.372,5
205.75,198.65,179.32,5
186.47,160.57,142.66,5
193.46,178.68,158.92,5
131.46,115.56,97.461,5
186.47,160.57,142.66,5
254.99,254.99,254.99,1
223.5,216.53,210.34,1
254.99,254.99,254.99,1
254.82,254.84,254.78,1
254.99,254.99,254.99,1
254.92,254.92,254.92,1
162.47,139.56,123.86,1
254.99,254.99,254.99,1
162.47,139.56,123.86,1
255,255,255,1
117.11,102.04,42.673,2
162.47,139.56,123.86,2
114.24,107.41,36.22,2
107.83,109.69,36.109,2
109.47,104.16,61.015,2
111.6,99.531,14.389,2
109.67,104.15,24.927,2
162.47,139.56,123.86,3
164.76,140.4,127.49,3
162.47,139.56,123.86,3
175.77,146.88,131.28,3
172.49,141.09,126.73,3
182.77,144.75,130.72,3
171.93,140.37,122.01,3
170.88,133.07,116.95,3
162.68,125.05,106.12,3
160.36,129.55,109.29,3
149.87,112.49,100.27,3
179.43,142.59,123.69,3
162.47,139.56,123.86,3
169.54,138.54,127.65,3
162.47,139.56,123.86,3
180.5,147.88,130.13,3
188.68,159.85,156.21,3
179.02,148.24,137.12,3
164.68,135.67,127,3
179.04,147.43,133.24,3
161.59,137.48,124.22,3
163.56,135.4,124.65,3
173.29,139.83,126.1,3
178.42,142.37,127.62,3
179.61,137.36,123.51,3
162.47,139.56,123.86,3
153.84,122.97,111.23,3
170.22,132.4,117.39,3
164.43,138.16,122.28,3
162.47,139.56,123.86,3
164.51,138.37,126.56,3
164.12,122.63,106.86,3
147.05,120.22,108.67,3
163.05,125.96,110.78,3
142.94,108.55,93.242,3
146.62,112.29,97.639,3
162.47,139.56,123.86,3
162.47,139.56,123.86,3
162.47,139.56,123.86,3
144.74,119.91,108.57,3
167.39,137.12,127,3
168.89,143.67,141.58,3
162.47,139.56,123.86,3
162.47,139.56,123.86,3
164.29,129.05,117.46,3
162.47,139.56,123.86,3
185.62,149.9,132.68,3
170.34,123.19,101.32,3
146.62,108.97,90.299,3
162.47,139.56,123.86,3
166.21,139.92,124.71,3
162.47,139.56,123.86,3
107.46,106.54,109.69,5
184.34,181.42,194.86,5
54.275,46.315,36.877,5
162.47,139.56,123.86,5
36.498,31.148,25.89,5
136.01,158.97,180.38,5
162.47,139.56,123.86,5
128.78,151.11,174.68,5
165.92,158.52,180.58,5
158.91,176.41,190.37,5
158.8,177.6,193.4,5
127.58,140.21,154.29,5
169.14,186.29,200.3,5
162.47,139.56,123.86,5
162.47,139.56,123.86,5
38.676,37.3,42.601,5
162.47,139.56,123.86,5
162.47,139.56,123.86,5
160.07,152.99,143.08,5
164.03,150.31,139.29,5
162.47,139.56,123.86,5
154.7,123.65,137.12,5
160.93,126.86,141.03,5
131.69,120.57,107.72,1
254.99,255,254.99,1
255,255,254.99,1
254.91,254.93,254.73,1
131.69,120.57,107.72,1
254.91,254.92,254.76,1
254.95,254.99,254.98,1
254.72,254.75,254.55,1
255,255,255,1
254.98,254.98,254.96,1
245.74,245.79,245.97,1
254.9,254.93,254.88,1
234.66,236.3,237.35,1
254.96,254.96,254.91,1
131.69,120.57,107.72,1
131.69,120.57,107.72,1
254.94,254.95,254.89,1
254.99,255,254.95,1
254.98,254.97,254.94,1
226.02,228.08,231.01,1
254.71,254.3,254.53,1
135.23,142.68,110.53,2
131.69,120.57,107.72,2
131.69,120.57,107.72,2
68.601,75.31,70.071,2
72.091,79.421,71.547,2
102.4,124.94,76.391,2
98.475,119.11,73.979,2
131.69,120.57,107.72,2
131.69,120.57,107.72,2
95.698,92.927,75.675,2
131.69,120.57,107.72,2
131.69,120.57,107.72,2
76.266,72.035,59.573,2
72.522,70.442,60.044,2
81.694,78.931,62.521,2
105.36,97.559,83.255,2
70.507,66.234,50.264,2
59.888,55.875,43.339,2
129.12,101.02,90.254,3
131.69,120.57,107.72,3
139.75,110,97.633,3
131.69,120.57,107.72,3
125.52,99.68,91.181,3
139.95,109.49,99.027,3
146.43,110.01,96.357,3
141.43,104.86,93.407,3
137.35,102.95,89.4,3
124.88,95.302,84.913,3
122.65,89.758,78.975,3
122.53,93.07,80.61,3
131.69,120.57,107.72,3
110.4,80.369,70.229,3
171.03,136.27,96.14,3
159.97,120.4,82.869,3
141.79,112.44,85.578,3
148.02,105.92,74.024,3
131.69,120.57,107.72,3
140.07,98.482,68.839,3
144.53,104.76,74.204,3
139.39,98.859,68.324,3
147.26,107.88,76.68,3
134.93,107.21,85.486,3
131.69,120.57,107.72,3
134.96,98.927,71.253,3
128.21,95.234,70.204,3
130.41,93.469,66.987,3
117.43,95.213,74.174,3
131.69,120.57,107.72,3
121.54,96.807,74.842,3
113.71,85.287,58.481,3
132.85,100.44,74.694,3
131.69,120.57,107.72,3
131.69,120.57,107.72,3
141.17,104.29,71.38,3
147.87,107,77.2,3
133.23,113.44,97.953,3
131.69,120.57,107.72,3
131.69,120.57,107.72,3
116.94,96.241,92.273,3
130.27,107.48,109.32,3
131.9,107.04,109.91,3
145.36,123.94,126.09,3
134.74,106.87,108.88,3
131.69,120.57,107.72,3
131.69,120.57,107.72,3
139.09,126.18,134.82,3
161.36,153.55,158.66,3
131.69,120.57,107.72,3
118.18,100.79,99.547,3
113.22,108.25,120.59,4
0,0,0,4
138.28,141.03,146.5,5
194.13,213.07,218.98,5
181.11,188.92,186.24,5
112.22,116.44,127.95,5
103.66,107.07,117.25,5
131.69,120.57,107.72,5
66.218,70.329,73.678,5
89.593,94.639,102.66,5
153.61,156.09,165.32,5
96.55,107.24,123.84,5
118.14,115.42,110.69,5
106.55,89.48,84.327,6
0,0,0,6
254.92,254.94,254.93,1
254.87,254.87,254.87,1
254.98,254.98,254.99,1
255,255,255,1
254.97,254.98,254.98,1
254.98,254.98,254.98,1
253.61,253.5,253.64,1
255,255,255,1
254.15,254.49,254.63,1
254.9,254.9,254.86,1
255,255,254.99,1
253.85,253.79,254.02,1
255,255,254.99,1
255,255,254.99,1
255,255,254.98,1
253.36,253.04,247.93,1
254.97,254.97,254.97,1
254.93,254.93,254.77,1
62.164,60.893,35.983,2
98.116,99.64,76.318,2
115.54,110.86,92.022,2
96.823,103.44,54.338,2
119.46,118.52,74.772,2
106.53,108.38,60.326,2
115.54,110.86,92.022,2
125.24,135.34,54.69,2
140.86,145.98,86.488,2
115.54,110.86,92.022,2
160.87,154.25,59.471,2
92.834,107.29,42.957,2
87.784,99.104,49.006,2
115.54,110.86,92.022,2
115.54,110.86,92.022,2
115.54,110.86,92.022,2
129.93,124.4,102.34,2
132.78,114.8,98.363,2
115.54,110.86,92.022,2
95.443,89.516,65.733,2
94.779,95.678,74.322,2
95.94,94.071,72.9,2
115.54,110.86,92.022,2
115.54,110.86,92.022,3
199.26,185.6,189.79,3
179.45,136.25,113.34,3
186.28,149,130.46,3
115.54,110.86,92.022,3
159.28,119.37,94.965,3
161.65,117.94,89.223,3
138.52,124.58,104.68,3
137.24,106.23,82.389,3
121.98,84.787,59.735,3
121.7,86.657,63.667,3
107.85,70.427,51.515,3
100.77,81.413,62.884,3
115.54,110.86,92.022,3
125.63,91.312,69.406,3
201.26,201.26,211.05,4
209.05,207.03,217.6,4
210.79,208.16,219.34,4
115.54,110.86,92.022,4
191.65,193.69,206.66,4
206.67,204.57,215.87,4
115.54,110.86,92.022,4
180.94,181.6,196.6,4
139.81,149.06,169.85,4
115.54,110.86,92.022,4
173.19,175.11,191.07,4
168.87,171.5,173.32,5
148.76,149.34,160.7,5
69.074,51.812,49.89,5
124.99,128.65,139.73,5
142.53,153.45,171.65,5
101.14,107.01,120.33,5
69.179,72.368,54.675,5
115.54,110.86,92.022,5
169.77,181.25,186.89,5
177.04,189.81,202.31,5
73.579,73.166,56.378,5
115.54,110.86,92.022,5
115.54,110.86,92.022,5
123.57,123.98,121.55,5
130.57,136.73,140.59,5
99.162,103.79,79.577,5
205.95,203.52,191.46,1
108.1,97.682,68.815,1
108.1,97.682,68.815,1
157.35,151.18,129.91,1
108.1,97.682,68.815,2
152.7,132.55,57.841,2
117.96,114.44,38.005,2
112.37,116.4,42.086,2
114.14,115.18,48.241,2
126.53,114.32,24.757,2
144.27,141.88,16.131,2
102.26,108.92,36.555,2
92.452,93.056,10.705,2
78.94,83.282,31.983,2
59.45,62.128,7.5947,2
83.426,88.487,31.299,2
83.406,86.91,27.442,2
108.1,97.682,68.815,2
86.744,93.205,28.435,2
100.66,95.388,49.052,2
108.1,97.682,68.815,2
127.92,136.94,41.602,2
108.1,97.682,68.815,2
108.1,97.682,68.815,3
99.02,70.277,42.373,3
108.1,97.682,68.815,3
96.147,58.461,32.669,3
86.372,55.649,31.289,3
84.152,50.714,27.973,3
108.1,97.682,68.815,3
108.1,97.682,68.815,3
108.1,97.682,68.815,3
68.785,39.724,18.88,3
108.1,97.682,68.815,3
62.62,45.975,22.12,3
108.1,97.682,68.815,3
108.1,97.682,68.815,3
66.224,41.838,18.585,3
108.1,97.682,68.815,3
68.611,43.445,19.023,3
70.928,42.666,19.357,3
69.009,41.841,22.988,3
108.1,97.682,68.815,3
84.944,51.741,29.032,3
97.163,59.399,32.484,3
108.1,97.682,68.815,3
91.575,55.261,29.782,3
108.1,97.682,68.815,3
100.55,66.478,38.012,3
103.12,66.953,39.059,3
108.1,97.682,68.815,3
99.325,83.648,56.379,3
93.785,57.553,32.887,3
86.43,50.482,24.257,3
76.249,47.223,24.536,3
108.1,97.682,68.815,3
108.1,97.682,68.815,3
67.81,42.606,17.757,3
65.257,36.286,13.671,3
108.1,97.682,68.815,3
65.618,38.479,15.812,3
108.1,97.682,68.815,3
78.689,46.988,23.598,3
64.673,39.887,17.927,3
91.995,78.26,51.552,3
76.501,49.955,27.557,3
74.89,45.674,22.079,3
80.843,48.04,23.954,3
86.039,49.708,24.414,3
81.387,55.562,31.107,3
78.048,51.205,28.068,3
93.411,56.225,31.225,3
85,58.527,35.608,3
91.306,57.17,31.116,3
57.185,33.067,10.835,3
91.79,57.675,31.285,3
108.1,97.682,68.815,3
128.9,120,131.12,4
159.64,153,159.4,4
108.1,97.682,68.815,4
127.95,120.43,122.16,4
108.1,97.682,68.815,4
108.1,97.682,68.815,4
169.5,158.01,156.8,4
108.1,97.682,68.815,4
132.39,122.32,102.06,4
127.11,116.16,99.935,4
108.1,97.682,68.815,4
108.1,97.682,68.815,4
114.27,102.92,107.96,4
104.41,89.848,85.82,4
138.19,122.11,105.87,4
108.1,97.682,68.815,4
108.1,97.682,68.815,4
108.1,97.682,68.815,4
108.1,97.682,68.815,4
191.54,182.02,182.86,4
108.1,97.682,68.815,4
173.36,162.44,165.88,4
171.29,165.18,169.33,4
171.78,161.26,165.03,4
179.29,165.35,164.91,4
171.18,157.68,155.64,4
108.1,97.682,68.815,4
138.78,132.58,110.24,5
163.85,161.07,148.7,5
108.1,97.682,68.815,5
173.79,172.52,166.81,5
67.275,59.702,34.817,5
52.87,45.845,25.846,5
108.1,97.682,68.815,5
80.318,78.68,62.831,5
100.94,98.979,97.113,5
42.186,39.7,23.268,6
12.774,9.5763,2.2594,6
2.9367,2.2161,1.2271,6
2.9367,2.2161,1.2271,6
112.13,117.53,101.15,1
112.13,117.53,101.15,1
159.06,163.42,151.54,1
223.32,223.69,232.01,1
150.07,160.97,90.132,2
140.25,156.44,112.72,2
142.88,152.34,117.25,2
145.65,165.27,97.487,2
137.09,156.9,88.563,2
135.92,154.37,89.923,2
115.03,126.94,91.12,2
115.54,127.8,83.59,2
125.47,141.02,86.462,2
122.49,131.33,93.352,2
109.57,117.15,85.567,2
84.169,92.567,64.848,2
110.15,126.81,86.508,2
110.54,118.73,96.822,2
112.13,117.53,101.15,2
101.52,96.467,62.236,2
104.39,121.83,89.488,2
110.05,121.14,105.17,2
112.13,117.53,101.15,2
107.57,115.89,93.639,2
100.79,115.22,81.135,2
112.13,117.53,101.15,2
97.879,113.77,83.066,2
112.13,117.53,101.15,2
74.962,81.906,71.822,2
87.316,109.24,79.914,2
85.685,104.86,71.948,2
83.261,100.56,72.941,2
112.13,117.53,101.15,2
112.13,117.53,101.15,2
112.13,117.53,101.15,3
112.13,117.53,101.15,3
127.42,91.182,70.03,3
107.39,90.559,89.931,3
156.69,122.39,113.65,3
161.62,143.56,128.98,3
180.21,146.32,135.97,3
124.16,100.51,91.239,3
112.13,117.53,101.15,4
0,0,0,4
133.47,142.95,135.19,5
112.13,117.53,101.15,5
134.23,147.64,149.97,5
186.59,197.29,215.32,5
112.13,117.53,101.15,5
59.06,53.464,35.678,5
54.423,45.945,30.269,5
99.304,106.77,91.909,5
112.13,117.53,101.15,5
50.367,54.797,59.468,5
72.601,79.431,69.044,5
93.685,98.769,80.936,5
86.492,91.913,75.592,5
138.25,148.4,159.33,6
155.35,166.46,167.69,6
112.13,117.53,101.15,6
41.228,46.377,52.061,6
254.99,254.96,254.98,1
155.34,159,139.28,1
254.65,255,255,1
254.8,254.96,254.95,1
254.02,253.98,254,1
254.46,254.99,254.96,1
254.78,255,255,1
253.92,254.15,254.04,1
254.46,254.99,254.96,1
253.99,254.06,254.02,1
254.33,254.85,254.8,1
184.68,188.23,174.33,1
155.34,159,139.28,1
255,254.99,255,1
254.38,253.74,254.07,1
254.64,254.98,254.95,1
249.44,251.66,250.41,1
254.31,254.86,254.84,1
255,254.96,255,1
253.88,254.78,254.56,1
253.17,254.01,254.89,1
254.1,254,253.79,1
155.34,159,139.28,1
255,255,255,1
253.9,254.98,254.84,1
79.976,99.422,66.286,2
97.216,111.85,77.599,2
155.34,159,139.28,2
155.34,159,139.28,2
123.38,158.55,93.689,2
119.75,149.63,86.643,2
98.404,125.64,88.44,2
155.34,159,139.28,2
81.279,103.77,76.882,2
72.22,93.191,65.221,2
155.34,159,139.28,2
105.72,137.61,80.999,2
102.36,137.38,77.542,2
118.59,152.04,83.234,2
112.59,144.86,84.402,2
110.45,140.13,101.86,2
79.495,100.35,67.831,2
155.34,159,139.28,2
71.335,100.48,73.639,2
103.38,140.29,91.039,2
64.082,87.984,63.079,2
66.504,79.173,58.639,2
155.34,159,139.28,2
70.346,101.24,66.371,2
66.498,86.337,61.268,2
69.472,90.12,74.427,2
85.874,107.22,87.837,2
78.943,99.973,82.044,2
84.954,107.53,90.393,2
83.283,104.71,84.102,2
86.358,105.29,90.574,2
98.446,115.16,81.189,2
95.808,111.76,81.201,2
155.34,159,139.28,2
155.34,159,139.28,2
108.46,116,87.769,2
92.033,99.6,72.726,2
155.34,159,139.28,2
99.949,107.13,76.206,2
208.44,157.35,119.23,3
229.24,179.52,140.65,3
233.17,185.01,147.85,3
237.22,190.7,155.21,3
242.27,202.38,168.8,3
227.38,181.52,140.38,3
224.21,175.59,133.06,3
155.34,159,139.28,3
233.89,182.97,145.43,3
226.37,174.86,133.58,3
155.34,159,139.28,3
207.2,157.69,121.06,3
225.09,179.81,139.69,3
155.34,159,139.28,3
155.34,159,139.28,4
155.34,159,139.28,4
218.53,213.59,214,4
241.5,244.44,251.17,5
244.19,247.61,253.81,5
162.31,168.83,177.47,5
227.59,235.93,244.36,5
155.34,159,139.28,5
155.34,159,139.28,5
199.08,194.04,191.43,5
167.23,164.91,164.45,5
137.53,135.73,127.42,5
155.34,159,139.28,5
124.58,106.46,103.35,5
155.34,159,139.28,5
155.34,159,139.28,7
0,0,0,7
166.96,156.39,123.16,1
254.95,254.96,254.93,1
254.96,254.95,254.9,1
254.99,254.99,254.99,1
254.9,254.92,254.85,1
218.6,217.86,206.04,1
254.01,254.26,254.07,1
192.57,186.92,164.51,1
251.15,252.31,250.73,1
166.96,156.39,123.16,1
254.99,254.99,254.99,1
255,255,254.98,1
254.99,254.99,254.99,1
254.37,254.48,254.49,1
254.99,254.98,254.99,1
254.87,254.89,254.79,1
255,255,255,1
255,255,254.98,1
166.96,156.39,123.16,2
225.67,218.09,113.9,2
172.4,173.27,90.659,2
164.13,165.57,85.676,2
166.85,162.55,108.44,2
149.39,154.43,91.436,2
143.56,151.46,85.505,2
149.86,159.47,88.642,2
146.56,142.34,100.92,2
133.16,142.75,84.708,2
100.21,117.68,72.119,2
89.074,111.08,73.706,2
92.516,115.37,70.437,2
127.63,130.31,94.374,2
80.681,93.717,60.572,2
119.39,118.69,90.304,2
123.62,124.33,90.791,2
75.643,90.759,58.078,2
166.96,156.39,123.16,2
166.96,156.39,123.16,2
73,79.827,64.45,2
80.463,89.725,71.273,2
98.846,108.79,87.826,2
133.47,129.89,97.772,2
166.96,156.39,123.16,2
129.08,133.01,93.826,2
166.96,156.39,123.16,2
91.292,99.393,69.65,2
83.212,88.858,60.23,2
98.327,98.162,60.978,2
123.03,124.5,95.399,2
160.5,166.04,113.83,2
124.75,140.03,71.9,2
127.96,127.45,91.327,2
90.222,111.1,72.687,2
136.61,142.1,105.39,2
105.88,111.98,75.069,2
240.05,189.45,153.25,3
250.21,218.24,178.55,3
246.14,213.15,179.45,3
244.34,208.39,178.41,3
245.93,212.74,186.54,3
240.24,207.68,181.09,3
248.33,208.89,177.32,3
166.96,156.39,123.16,3
233.23,184.9,150.81,3
223.29,171.19,135.24,3
182.66,159.73,124.39,3
220.81,168.9,135.62,3
166.96,156.39,123.16,3
202.07,140.63,111.5,3
197.07,140.84,111.4,3
202.15,143.97,113.06,3
202.28,144.62,111.74,3
198.72,138.34,108.31,3
214.46,157.89,125.52,3
166.96,156.39,123.16,3
226,172.96,132.98,3
228.96,180.41,145.7,3
242.19,198.83,164.07,3
241.11,195.84,163.68,3
211.41,181.85,147.59,3
249.59,214.05,183.55,3
248.51,214.28,183.79,3
246.09,205.34,174.71,3
248.33,210.83,180,3
166.96,156.39,123.16,3
242.64,195.76,156.12,3
166.96,156.39,123.16,3
166.96,156.39,123.16,3
180.99,159.6,126.02,3
194.48,160.16,125.78,3
198.19,138.65,106.92,3
166.96,156.39,123.16,3
218.71,167.12,127.88,3
183.87,160.04,123.02,3
166.96,156.39,123.16,3
166.96,156.39,123.16,3
206.06,167.42,128.88,3
237.96,189.15,149.05,3
208.46,177.08,140.63,3
244.19,196.48,157.44,3
166.96,156.39,123.16,3
166.96,156.39,123.16,3
166.96,156.39,123.16,5
166.96,156.39,123.16,5
166.96,156.39,123.16,5
166.96,156.39,123.16,5
