@RELATION train_noxyregion

@attribute R REAL
@attribute G REAL
@attribute B REAL
@attribute G1 REAL
@attribute G2 REAL
@attribute num_pixels_regions REAL
@attribute text REAL
@attribute type {1,2,3,4,5,6,7}

@DATA
182.22,176.68,169.15,85.215,22.625,80,37,3
158.6,155.79,145.42,3.03,15.421,43,44,3
161.46,159.75,150.47,56.363,15.618,93,33,3
161.35,147.2,138.45,-38.818,20.02,150,16,3
140.83,131.05,122.08,94.854,14.904,322,39,3
140,137.24,123.86,76.424,17.564,21,37,3
125.02,123.62,115.32,-0.061926,26.234,245,9,3
139.42,143.44,142.87,20.912,33.707,91,11,3
138.96,134.48,117.04,0.00509,23.274,46,53,3
96.049,113.66,134.44,23.498,42.994,41,77,3
47.379,47.798,49.005,74.619,90.122,198,14,3
84.713,104.76,125.3,36.851,35.584,188,38,3
189.74,200.25,196.99,77.736,15.912,77,5,3
170.76,184.24,184.56,12.885,95.106,54,5,3
175.47,192.44,197.2,0.67034,16.477,114,12,3
163.39,182.33,188.61,10.208,23.357,180,21,3
59.71,43.274,19.806,85.156,59.724,62,11,3
50.795,39.409,21.977,11.945,52.326,88,8,3
35.025,27.646,17.317,16.665,36.623,240,4,3
34.978,28.989,19.145,20.099,21.715,372,5,3
229.57,235.91,250.94,-8.099,10.629,35,16,4
152.82,165.99,178.23,11.49,24.162,237,11,5
152.45,169.37,186.27,12.95,32.347,610,46,5
80.261,82.25,97.913,17.225,14.277,92,5,5
172.16,176.34,187.09,20.733,21.159,740,5,5
184.04,208.95,231.86,-30.88,35.961,56,54,5
207.63,230.86,244.58,-38.172,23.692,59,14,5
148.23,167.12,187.7,-17.365,27.363,60,23,5
142.46,159.4,176.72,-79.917,20.573,281,36,5
132.7,139.27,154.06,-22.09,38.526,162,16,5
145.95,163.32,180.2,-13.802,28.814,59,29,5
185.58,209.33,227.58,13.845,27.592,48,49,5
105.47,128.82,156.62,24.56,25.524,442,56,5
54.366,68.634,110.17,29.195,25.424,41,28,5
152.88,190.41,221.38,29.547,22.518,177,16,5
34.498,45.208,46.33,15.678,46.717,221,6,6
40.155,55.393,61.714,0.63983,8.325,168,2,6
16.031,18.907,19.083,25.411,23.439,289,2,6
27.112,40.923,40.56,23.49,21.841,873,5,6
50.627,55.482,55.393,12.021,70.833,542,6,7
72.095,76.112,73.921,66.377,97.414,823,18,7
102.59,107.2,107.68,-0.56521,12.487,41,21,7
53.761,58.73,58.41,12.255,75.173,670,14,7
214.87,216.1,219.43,54.102,16.316,248,0,1
233.37,241.71,248.33,68.548,82.969,405,0,1
250.95,252.25,253.27,84.025,18.382,730,0,1
241.86,247.78,251.68,75.95,3.648,1534,0,1
247.44,247.38,248.59,82.05,33.525,3231,0,1
234.17,242.11,248.34,71.283,91.891,206,0,1
252.34,252.76,253.26,84.283,28.212,707,0,1
252.93,253.3,253.69,86.92,18.958,593,0,1
244.44,247.62,250.25,80.553,50.774,530,0,1
250.4,251.98,253.14,83.374,18.461,679,0,1
252,252.68,253.36,86.075,18.904,456,0,1
215.4,212.15,206.65,15.501,11.621,20,21,3
211.53,206.47,200.26,16.241,10.269,19,20,3
203.38,192.75,184.21,31.094,14.534,24,29,3
194.38,184.42,175.27,8.687,19.402,71,27,3
184.4,172.9,162.6,72.953,19.788,30,22,3
171.64,165.67,157.21,89.274,18.253,67,30,3
182.51,171.14,158.3,-0.2935,21.078,37,24,3
178.77,166.75,155.19,16.934,22.231,48,33,3
151.83,144,137,32.423,82.458,6,14,3
137.85,131.31,124.38,66.259,86.742,13,17,3
84.175,76.1,66.225,16.797,90.956,40,10,3
91.541,86.602,79.488,86.236,11.693,588,24,3
137.33,133.3,126.74,17.45,94.904,27,15,3
157.67,153.17,145.33,5.821,10.945,6,20,3
141.51,143.81,143.61,17.003,26.923,164,22,3
117.03,117.25,118.51,15.223,23.323,272,14,3
131.42,125.97,123.61,14.062,16.465,197,21,3
218.22,218.44,213.33,-13.235,10.882,9,20,3
216.33,212.33,206.67,25.603,81.867,6,14,3
167.14,169.79,169.8,13.206,23.916,143,17,3
170.44,178.04,183.58,14.528,16.351,389,27,3
213.4,206.8,197.5,84.959,12.839,10,29,3
194.95,184.71,173.41,23.928,19.75,41,39,3
202.6,197.2,189.63,17.708,14.821,35,12,3
86.005,76.262,68.432,12.16,15.084,183,13,3
110.26,114.1,113.14,19.1,40.839,433,4,3
87.923,87.393,86.223,21.757,72.684,349,4,3
105.55,105.92,105.42,22.429,41.768,193,3,3
124.05,126.19,126.81,16.748,38.592,168,4,3
116.82,114.93,114.48,14.325,69.571,194,3,3
127.34,134.32,135.33,56.319,24.289,225,8,3
173.7,166,156.91,-13.004,25.262,64,20,3
168.36,163.64,157.67,-54.778,23.172,58,42,3
172.84,163.63,154.29,-51.263,24.59,56,46,3
157.4,151.6,146.12,98.508,26.801,42,56,3
77.285,73.419,62.947,47.064,11.33,284,13,3
84.458,83.967,78.144,8.823,15.445,424,26,3
98.626,96.929,95.545,-12.583,23.689,99,25,3
96.031,87,75.031,-17.166,15.732,32,25,3
81.313,78.59,68.735,10.005,8.992,83,11,3
117.89,117.24,110.19,12.055,20.199,231,8,3
102.74,105.78,99.915,12.475,93.907,165,4,3
109.74,117.75,113.55,11.715,71.791,139,3,3
104.38,113.03,108.74,14.395,62.133,151,2,3
103.69,112.89,109.18,13.048,66.693,336,3,3
85.817,88.952,87.893,80.425,62.155,458,6,3
99.293,99,97.255,10.207,50.268,188,5,3
135.36,175.68,204.86,24.084,22.642,250,3,3
162.34,209.88,239.7,29.243,5.034,291,3,3
147.98,195.09,225.59,75.936,34.139,129,3,3
129.08,171.65,205.16,21.163,17.762,146,4,3
132.53,81.419,57.516,14.216,28.053,62,3,3
177.86,122.84,105.95,19.078,22.853,122,5,3
199.51,237.74,250.09,36.146,11.605,43,4,5
172.29,188.92,193.5,18.264,25.806,677,2,5
83.26,87.833,97.907,19.103,82.318,215,20,5
92.219,98.246,105.78,-0.46207,18.404,729,12,5
195.3,239.57,254.03,27.092,43.242,150,2,5
101.66,100.29,98.085,10.518,18.424,200,16,5
86.776,90.537,89.075,-93.444,14.171,67,7,5
112.31,133.27,141.11,74.831,16.491,220,6,5
128.87,167.24,183.06,14.568,12.179,99,14,5
88.854,101.45,104.41,-0.99156,14.015,597,6,5
70.821,79.038,77.745,19.943,11.441,212,12,5
91.355,101.08,100.43,11.042,73.425,318,5,5
48.813,55.134,55.836,11.592,85.701,134,30,5
41.349,51.047,55.163,69.451,45.258,43,3,5
55.85,61.835,62.376,96.668,80.233,133,11,5
68.355,84.007,89.803,19.754,10.155,152,20,5
86.733,94.429,89.466,33.412,11.601,191,10,5
61.988,79.714,79.235,32.822,10.323,409,6,5
37.703,48.62,50.837,25.376,86.089,350,11,5
82.525,91.05,86.725,28.34,29.464,40,2,5
204.89,244.04,253.87,28.233,20.021,517,2,5
221.46,251.37,253.8,65.078,17.461,41,5,5
176.82,227.47,253.93,14.727,20.435,163,6,5
167.82,221.83,250.13,10.252,58.629,242,1,5
207.37,232.11,246.58,-14.245,10.707,132,3,5
160.56,202.51,224.15,19.307,14.06,234,2,5
135.28,176.38,190.98,14.16,17.773,592,15,5
113.31,151.08,164.38,86.533,65.354,812,10,5
154.69,212.43,243.41,-57.928,51.094,116,8,5
72,81.62,93.86,30.516,22.041,50,23,5
156.22,196.43,223.11,20.674,56.052,46,94,5
171.87,204.32,221.84,28.041,50.472,62,84,5
79.174,97.217,113.55,20.489,41.566,115,2,5
56.576,61.398,60.655,60.609,10.108,264,30,5
104.7,89.053,82.678,14.177,18.907,490,12,5
192.67,235.79,250.67,38.923,12.007,33,16,5
109.93,117.96,126.71,11.181,23.203,161,69,5
107.11,116.54,124.46,22.207,29.371,227,44,5
98.108,98.838,100.57,31.272,17.633,111,6,5
91.321,108.17,106.19,11.175,27.475,374,4,5
67.556,87.681,90.222,17.279,14.703,72,18,5
77.145,92.576,97.052,40.902,15.123,330,5,5
205.09,207.44,212.94,61.05,13.152,674,0,1
253.16,253.32,253.58,87.868,0.8132,4927,0,1
247.15,247.8,248.75,86.376,26.736,1913,0,1
245.21,246.12,247.25,81.064,35.804,1711,0,1
241.41,242.4,243.65,80.579,6.089,803,0,1
246.1,247.05,247.95,82.08,43.842,2962,0,1
247.9,248.51,249.45,84.103,27.559,5290,0,1
254.66,254.66,254.66,82.732,0.095851,2963,0,1
244.5,245.34,246.42,82.349,38.771,3308,0,1
246.09,246.66,247.62,82.29,40.941,1472,0,1
247.3,247.92,248.9,86.68,26.549,3110,0,1
189,185.8,184.54,22.809,17.455,80,30,3
187.48,190.21,186.04,44.21,10.27,52,16,3
182.37,182.94,183.2,19.753,16.891,51,16,3
197.65,199.57,198.31,11.656,11.972,94,8,3
197.91,199.93,197.89,-38.319,11.095,44,28,3
199.1,202.35,198.3,68.685,7.293,105,4,3
201.26,204.7,202.44,-97.496,12.918,43,13,3
122.1,123.69,120.48,-11.91,12.2,71,16,3
116.36,113.54,108.76,-26.776,12.548,160,20,3
123.66,132.46,133.3,18.699,11.991,145,32,3
121.48,130.5,131.09,64.751,10.15,107,14,3
115.78,122.78,121,14.4,14.864,9,16,3
116.4,116.07,114.27,11.128,17.869,97,29,3
112.72,114.19,111.44,21.822,22.437,43,40,3
93.135,90.73,86.432,-4.464,17.196,37,3,3
115.55,117.03,108.74,-15.044,93.427,58,21,3
91.395,89.735,82.177,-0.019019,19.094,147,24,3
106.99,102.62,96.96,78.757,16.962,224,18,3
124,124.52,116.52,83.056,18.67,29,27,3
115.22,111.05,104.63,16.794,24.245,41,46,3
133.87,129.85,121.64,23.236,20.119,39,10,3
141.65,139.81,131.81,15.33,15.598,31,25,3
152.19,152.67,143.89,27.608,20.599,27,28,3
158.67,158.74,154.67,24.352,24.71,27,39,3
154.2,156.4,151.6,54.548,30.611,5,38,3
149.38,147,143.71,25.253,31.203,24,20,3
121.02,113.73,109.18,23.136,17.949,60,23,3
145.97,144.51,134,-14.07,11.032,35,21,3
181.17,182.35,178.77,21.624,13.98,81,17,3
180.25,179.91,177.31,24.867,16.005,55,13,3
113.28,114.77,113.83,12.466,16.843,427,28,3
132.83,137.57,137.7,27.601,12.269,23,13,3
129.64,129.2,127.21,10.166,18.232,168,18,3
133.5,132.86,130.14,23.278,12.97,14,9,3
131.23,128.28,119.14,-17.427,12.527,43,11,3
138.19,134.43,120.9,-15.63,15.018,21,20,3
122.46,119.95,110.07,-56.733,11.507,41,13,3
105.61,102.53,95.577,14.416,19.203,104,36,3
167.5,170.16,168.01,21.594,7.835,107,9,3
112.95,107.91,99.839,16.928,22.117,56,25,3
87.239,91.164,100.6,-0.86842,24.52,159,13,4
113.34,120.39,126.88,19.569,43.345,135,23,4
61.036,70.182,84.197,18.082,25.545,137,10,4
100.68,104.21,108.34,20.786,20.566,228,12,4
205.09,207.44,212.94,61.05,13.152,674,48,4
217.67,254.06,254.09,54.8,16.936,69,3,5
109.42,146.21,169.57,30.995,24.342,162,8,5
122.28,153.83,176.52,27.495,26.438,219,4,5
140.75,186.34,209.72,3.869,12.875,408,3,5
114.11,150.49,189.04,-34.958,16.519,71,6,5
104.91,134.8,164.46,-27.682,13.179,46,27,5
118.29,149.81,180.13,-20.964,17.401,86,15,5
25.673,27.382,28.612,25.527,70.139,330,6,5
25.431,27.202,26.743,24.873,62.805,109,11,5
77.536,105.28,132.46,20.129,23.595,138,8,5
121.45,142.45,168.7,29.761,17.858,33,16,5
89.712,106.52,132.85,18.956,78.715,66,20,5
180.55,233.71,254,25.612,4.571,65,6,5
144.29,180.26,202.83,46.226,35.895,196,10,5
123.18,152.78,174.34,24.258,29.154,431,5,5
206.41,242.21,253.76,19.655,27.032,34,4,5
61.341,73.893,93.545,29.788,31.239,525,57,5
185.39,214.19,228.72,56.649,34.554,57,126,5
68.032,78.428,92.882,28.225,21.277,593,21,5
129.52,173.81,205.16,61.205,37.729,152,4,5
165.61,214.56,246.27,31.482,63.817,71,8,5
107.22,139.85,171.4,48.159,39.565,163,42,5
85.467,104.3,125.65,15.635,16.558,60,31,5
72.968,85.516,96.898,21.982,28.99,999,5,5
15.01,19.551,24.957,30.861,20.504,301,2,5
136.39,167.97,194.74,31.58,52.865,118,70,5
136.39,167.97,194.74,31.58,52.865,118,70,6
183.67,178.61,163.28,-39.479,14.8,36,28,3
191.05,176.56,157.63,-0.92121,12.683,153,9,3
193.06,183.67,156.83,15.264,13.903,18,27,3
176.54,169.46,151.09,28.496,96.523,56,19,3
161.93,154.11,139.41,36.575,16.574,46,24,3
155.6,146.67,138.21,14.337,16.815,126,22,3
197.76,187.78,166.51,0.45762,96.033,37,14,3
189.43,173.4,157.14,-29.596,19.666,115,14,3
185.18,175.57,157.8,-0.54493,18.315,80,14,3
194.44,186.42,166.98,0.57486,16.14,50,34,3
192.15,183.21,163.73,30.169,17.569,33,13,3
202.78,190.18,177.09,-45.144,17.403,190,36,3
207.5,197.28,181.07,82.095,11.237,40,17,3
203.22,194.49,174.96,27.108,10.424,74,29,3
206.59,197.24,182.67,-5.205,14.846,94,3,3
202.69,193.4,176.9,-11.433,98.952,99,17,3
201.15,188.38,166.78,39.676,11.78,79,11,3
197.73,187.47,167.27,-0.70949,18.932,124,28,3
202.63,191.25,170.8,-70.034,14.495,51,20,3
193.84,180.13,153.58,-0.6998,18.171,31,35,3
190.8,177.91,151.72,-55.031,16.921,46,8,3
181.62,163.95,146.53,-0.60372,26.91,76,52,3
180.58,169.73,149.19,25.634,25.204,48,72,3
182.84,175,154.06,24.988,30.522,32,50,3
34.711,23.763,11.132,14.664,27.082,38,4,3
31.542,21.25,87.797,16.288,32.532,236,9,3
19.302,13.736,48.109,30.087,38.887,603,25,3
36.957,23.935,10.891,19.107,24.852,46,3,3
44.322,26.552,93.563,14.548,32.379,87,5,3
48.148,30.926,10.63,75.896,25.937,54,3,3
162.26,151.14,127.72,11.753,11.574,43,10,3
163.13,150.04,131.32,0.26954,11.945,47,23,3
156.22,143.96,122.65,25.964,99.864,23,25,3
72.643,59.281,44.669,23.063,96.438,501,11,3
66.798,56.694,42.685,90.941,81.828,372,6,3
114.52,104.31,87.568,-15.942,13.657,95,13,3
177.49,161.67,140.69,-32.033,15.505,45,16,3
171.1,152.12,132.22,35.862,19.208,139,34,3
195.21,176.13,145.29,38.256,79.531,78,6,3
182.46,162.07,139.46,-12.286,19.682,28,43,3
154.67,138.41,120.03,88.556,89.398,91,14,3
181.51,166.24,139.5,10.481,16.661,72,8,3
44.387,32.988,20.448,23.162,33.244,163,3,3
60.526,51.885,38.744,12.397,71.502,234,11,3
99.825,83.722,72.907,-93.021,26.267,97,5,3
197.42,190.77,175.58,-59.146,19.488,26,52,3
201.98,197.63,184.22,-55.828,16.179,49,12,3
204.32,199.8,191.24,-11.949,15.039,25,26,3
185.1,173.18,152.77,0.72531,15.499,146,13,3
79.108,87.02,92.739,27.884,82.704,1134,11,5
59.74,64.671,65.374,9.446,35.638,350,2,5
120.01,122.04,120.41,75.134,14.128,229,6,5
68.848,73.909,75.879,0.020405,48.794,33,6,5
53.188,58.685,59.893,-0.62298,10.055,149,10,5
109.88,120.42,124.99,48.892,30.049,175,4,5
226.93,234.89,234.62,27.966,65.456,451,1,5
238.76,254.12,253.64,49.94,15.192,89,2,5
205.46,229.27,243.21,27.809,23.001,48,2,5
187.47,202.5,211.03,-82.828,14.434,172,2,5
10.59,11.047,6.614,28.735,25.329,1438,1,6
62.569,80.625,39.792,22.643,15.027,144,3,6
12.459,13.805,85.188,26.13,12.911,133,1,6
14.183,15.817,87.667,33.198,17.154,60,3,6
200.44,199.31,189.69,19.59,24.485,16,12,3
87.386,82.399,64.048,-23.994,88.423,228,10,3
92.531,93.719,87.385,30.991,1.97,96,3,3
108.65,110.87,106.3,21.6,16.054,113,4,3
128.73,123.39,110.39,-14.864,12.204,141,11,3
141.34,143.01,135.14,33.388,93.682,145,6,3
146.39,146.62,137.8,-84.193,16.763,76,47,3
131.09,133.66,121.8,0.5563,22.897,44,35,3
126.98,126.58,113.4,13.751,14.423,45,25,3
119.74,126,128.09,1.81,25.258,34,24,3
96.551,101.86,100.96,51.896,27.587,617,7,3
131.21,134.89,135.14,-28.626,29.178,28,56,3
183.37,179.02,163.35,12.095,13.924,46,26,3
178.35,174.42,158.03,63.224,13.279,31,25,3
203.21,196.67,182.38,47.968,13.717,24,26,3
201.31,193.74,179.48,60.296,14.304,54,31,3
210.12,207.79,199.55,19.002,18.828,33,18,3
203.32,194.65,181.24,87.518,17.94,34,26,3
203.36,199.15,186.74,10.309,10.001,78,11,3
209.06,201.71,187.38,13.076,14.649,34,9,3
206.34,202.13,193.26,11.638,23.567,38,29,3
197.16,191.36,181.04,10.931,22.289,45,8,3
167.08,168.29,157.62,85.297,15.764,52,34,3
177.57,177.13,166.23,13.754,15.265,30,30,3
198.07,187.76,174.03,96.393,15.297,59,11,3
199.85,193.7,178.62,14.591,13.101,73,16,3
195.7,189.19,169.03,11.415,21.237,37,18,3
173.11,163.96,149.13,13.122,24.217,45,36,3
188.58,182.82,168.27,80.251,14.305,45,40,3
198.24,192.16,177.16,92.982,14.466,50,8,3
167.15,159.78,149.72,72.083,24.049,40,14,3
173.94,166.84,155.2,-0.016151,18.163,70,62,3
114.55,106.21,99.379,17.705,22.938,29,17,3
124.42,119.67,108.42,0.17154,35.64,24,70,3
91.123,88.308,76.109,71.848,14.848,211,15,3
143.68,141.53,130.6,-0.25762,16.559,91,21,3
148.37,143.81,127.7,79.836,19.881,148,58,3
157.81,147.14,123.86,0.84179,19.238,21,14,3
107.3,102.33,94.22,-0.13219,15.28,205,25,3
90.597,89.919,87.626,55.554,31.111,553,52,3
169.29,186.31,190.22,31.7,15.094,257,10,5
157.44,184.66,203.12,19.135,29.343,188,10,5
159.5,189.36,214.59,11.76,30.29,66,14,5
155.63,182.63,199.54,-20.542,38.802,56,45,5
69.524,71.619,72.286,20.004,40.146,84,5,5
71.547,74.384,75.57,12.818,35.558,86,5,5
31.783,32.661,35.304,24.714,15.171,115,5,6
54.077,49.385,18.269,-23.966,26.524,78,45,6
142.65,156.02,159.07,-34.687,15.041,60,14,7
170.23,186.14,192.47,-11.878,10.803,43,14,7
159.97,173.16,174.83,-88.303,10.357,138,24,7
181.6,197.93,201.13,19.25,80.974,45,21,7
178.82,194.54,197.63,12.603,88.524,92,8,7
178.86,193.2,194.34,0.96536,59.501,44,10,7
175.97,192.72,196.64,49.054,98.988,64,8,7
173.23,191.73,197.98,-47.255,10.37,56,16,7
176,195.04,203.25,-52.893,10.201,55,14,7
171.74,192.28,200.04,78.185,10.231,57,18,7
167.84,188.72,194.88,0.74709,83.426,82,8,7
172.4,192.6,197,-83.626,6.495,5,13,7
177.25,193.77,195.98,34.599,61.436,88,7,7
125.9,131.48,135.83,14.926,18.395,1031,2,1
250.84,254.09,254.29,63.203,0.44088,487,1,1
253.66,253.74,253.8,85.324,0.2637,1204,0,1
188.12,188.64,189.93,46.488,12.875,1963,0,1
195.86,196.28,197.84,49.522,11.272,2212,0,1
203.38,203.78,204.94,57.946,9.329,2039,0,1
209.58,209.87,211.19,52.679,95.368,2682,0,1
213.04,213.49,214.97,52.947,11.534,3904,0,1
238.66,239.56,239.46,60.824,71.971,728,0,1
234.96,234.45,233.59,72.592,53.324,403,0,1
245.59,246.74,246.51,63.202,42.669,984,0,1
232.68,233.31,234.63,50.782,21.928,126,0,1
242.65,241.5,240.97,83.997,6.919,358,0,1
230.73,230.03,229.77,71.223,76.064,1575,0,1
247.8,252.75,253.06,73.716,30.249,640,0,1
249.99,252.52,252.87,72.445,35.811,686,0,1
172.22,152.24,143.99,12.124,11.53,139,4,3
179.07,159.51,150.89,30.286,31.014,160,13,3
181.47,160.81,152.66,17.705,17.268,32,2,3
167.91,147.33,138.82,17.726,46.424,213,2,3
157.25,136.89,128.89,12.383,10.176,36,7,3
184.14,171.26,165.07,13.541,15.5,104,4,3
196.08,183.66,176.46,14.664,60.378,92,20,3
194.29,193.92,195.62,45.645,10.331,1934,6,3
191.41,177.66,172.4,0.1629,14.189,131,52,3
210.72,207.17,205.29,32.723,12.736,133,37,3
57.531,54.162,47.948,11.447,47.387,672,4,3
57.294,53.363,45.657,24.047,18.202,204,2,3
66.29,66.306,59,25.448,17.417,62,2,3
61.203,62.405,57.243,21.536,19.385,74,3,3
57.942,60.515,56.631,21.816,20.912,103,2,3
42.954,44.031,40.012,17.184,39.402,801,3,3
61.606,62.721,56.794,26.862,18.288,165,1,3
30.492,29.15,22.795,74.828,3.861,858,2,3
47.664,46.846,38.523,23.591,17.472,149,3,3
35.442,35.382,29.181,14.615,6.26,2613,2,3
55.645,52.138,43.289,28.678,18.338,1460,1,3
55.645,52.138,43.289,28.678,18.338,1460,5,3
68.135,63.859,57.946,15.908,20.457,482,6,3
96.032,96.322,94.637,14.618,17.156,1241,2,3
93.942,92.195,90.102,29.187,93.612,570,2,3
71.94,70.77,66.462,68.214,75.728,535,2,3
59.89,59.226,55.604,-11.46,79.778,336,3,3
83.96,86.185,86.885,34.096,13.465,1190,6,3
83.96,86.185,86.885,34.096,13.465,1190,4,3
78.223,77.723,71.787,19.803,27.807,202,3,3
63.883,64.667,60.602,66.821,4.715,171,3,3
44.352,42.134,37.64,11.194,63.938,253,3,3
134.4,126.12,118.72,59.259,14.957,25,22,3
109.04,104.38,100.04,-76.951,14.388,24,22,3
90.324,85.595,81.351,24.856,12.119,37,19,3
87.872,81.234,75.277,73.136,13.071,47,16,3
83.513,77.436,69.949,0.62772,14.144,39,24,3
78.667,71.074,66.037,-34.409,13.719,27,21,3
135.1,128.44,120.57,-11.428,18.017,108,23,3
89.894,84.409,76.106,0.15602,10.789,66,9,3
99.414,84.655,67.276,-21.296,24.774,29,34,3
103.05,85,66.789,-20.51,20.916,19,23,3
129.04,111.42,95.542,12.746,31.48,24,40,3
130.53,116.11,100.89,-18.907,25.101,19,28,3
60.923,43.107,34.249,47.308,75.289,1368,6,3
91.067,71.987,61.307,14.456,6.697,75,3,3
117.95,106.5,92.5,-13.332,22.859,22,36,3
109.15,74.967,54.526,12.046,4.793,213,2,3
46.387,42.692,30.96,-23.611,10.451,403,6,3
48.115,41.122,27.712,-0.4108,10.289,156,17,3
52.167,47.46,35.244,-3.564,10.362,365,17,3
116.79,107.52,97.227,0.9802,81.352,66,11,3
97.035,86.211,76.789,94.487,87.383,57,4,3
104.41,100.07,91.931,14.917,66.968,29,30,3
88.438,77.023,65.672,14.157,79.742,128,6,3
87.076,76.174,63.283,19.528,79.045,92,8,3
83.571,69.643,54.75,65.363,55.578,28,6,3
80.208,66.542,54.375,14.309,10.991,24,10,3
89.774,77.71,66.419,-39.554,13.227,31,10,3
103.03,92.516,82.226,26.168,14.797,31,23,3
101.3,87.233,76.633,20.705,72.951,30,12,3
86.449,72.939,59.541,12.032,62.236,98,14,3
100.57,90.915,82.17,15.404,99.263,47,13,3
37.976,31.854,18.724,3.701,66.135,123,17,3
44.381,38.095,22.333,-46.141,70.965,21,7,3
46.189,40.158,26.695,84.658,62.507,95,16,3
66.938,54.438,39.125,-5.314,13.055,16,31,3
52.046,47.085,36.193,-7.886,11.534,259,11,3
49.034,44.814,32.839,-12.06,95.303,118,4,3
167.8,146.21,137.72,32.491,11.093,89,3,3
48,48.189,52.75,4.554,20.279,180,3,4
127.38,128.85,131.57,16.524,20.334,1029,2,4
173.98,171.25,171.1,33.609,15.114,620,2,4
195.86,196.28,197.84,49.522,11.272,2212,4,4
204.14,204.56,206.23,47.636,10.959,1219,5,4
213.04,213.49,214.97,52.947,11.534,3904,4,4
225.53,225.93,226.99,62.779,10.433,399,13,4
187.17,201.48,207.66,-28.986,30.818,135,48,5
229.46,232.25,232.6,33.889,22.42,178,30,5
76.104,79.932,81.432,67.522,33.376,250,22,5
146.08,162.72,166.97,-25.948,25.879,199,2,5
168.48,186.67,195.85,72.735,28.019,52,3,5
165.58,181.39,194.28,24.771,20.839,57,2,5
54.906,60.626,64.413,17.951,14.369,235,79,5
14.019,19.14,18.937,15.488,29.142,207,1,5
196.92,202.79,203.24,-28.217,20.37,87,3,5
34.386,36.257,32.52,-89.382,10.858,171,6,5
36.46,32.365,27.593,-90.117,12.681,572,5,5
211.55,221.45,223.86,-28.921,32.78,65,35,5
213.24,221.76,223.97,-26.936,38.224,34,65,5
94.85,93.047,88.841,-18.695,18.575,107,64,5
83.596,105.23,117.21,-34.189,47.412,47,76,5
71.706,78.373,82.078,-33.681,27.772,51,26,5
95.569,96.176,94.176,22.813,15.827,102,1,7
78.152,77.65,74.107,-14.226,87.577,197,5,7
236.31,248.09,248.76,57.393,58.904,645,1,1
161.35,162.21,168.42,26.156,21.145,343,0,1
213.54,176.98,168.92,32.872,94.444,365,1,1
202.39,221.09,221.42,51.159,11.338,160,1,1
118.8,130.03,129.78,19.434,10.538,385,1,1
251.07,252.65,252.73,70.975,0.95663,2169,0,1
251.45,251.45,251.62,84.24,23.908,453,0,1
249.09,254.04,253.78,73.682,0.32947,5111,0,1
240.41,254.07,253.77,57.49,0.64813,3520,1,1
245.85,254.04,253.92,67.254,0.45592,5123,0,1
250.77,253.45,253.63,75.944,0.58287,1487,0,1
243.71,254.05,253.81,61.677,0.54879,4712,1,1
253.03,254.01,254.06,79.206,0.19349,1983,0,1
253.94,254,254,88.357,0.016949,4108,0,1
247.92,254.13,253.96,68.989,0.38094,1411,0,1
241.9,254.01,253.84,63.429,0.56813,4546,1,1
198.83,190.05,191.42,52.276,10.208,3216,0,1
97.115,20.377,29.262,33.115,1.78,61,5,3
194.21,125.45,111.85,19.64,12.131,444,4,3
200.55,98.639,76.972,27.935,69.085,144,11,3
146.28,99.06,85.795,16.887,29.824,83,4,3
184.29,111.01,92.08,85.329,4.475,301,11,3
206.07,117.86,95.643,28.193,15.319,14,3,3
167.36,166.71,168.52,26.765,16.426,127,4,3
200.51,116.7,98.395,21.267,21.561,43,2,3
140.76,95.872,82.41,62.367,46.128,78,6,3
101.52,63.332,48.16,10.145,5.115,931,6,3
97.804,54.589,29.871,76.014,31.085,209,5,3
98.095,48.527,19.794,23.667,25.707,412,6,3
119.22,109.88,102.12,16.465,22.274,105,51,3
114.42,106.85,99.618,13.138,18.121,55,32,3
37.966,35.747,28.609,88.763,94.862,87,10,3
52.073,48.371,39.088,19.933,95.731,536,15,3
78.565,69.094,58.612,84.591,13.467,85,21,3
76.846,68.615,55.615,69.397,70.782,13,11,3
46.776,42.787,33.759,25.744,84.164,174,11,3
110.21,103.76,99.128,64.516,29.923,78,33,3
142.27,131.27,123.55,25.812,8.769,11,16,3
155.13,142.97,135.03,29.118,98.433,71,19,3
160.96,153.53,148.51,15.94,90.344,45,10,3
103.37,94.003,91.454,12.561,18.445,383,10,3
129.1,119.07,114.33,10.285,10.513,30,11,3
115.44,102.11,96.889,-21.874,82.112,9,13,3
109.75,98,91.125,15.026,73.407,24,14,3
87.761,83.351,78.722,-37.568,13.694,205,14,3
121,113.5,102,-34.364,12.29,2,18,3
49.85,43.883,31.217,13.802,74.928,60,11,3
51.405,47.135,36.65,10.112,54.843,163,5,3
53.518,52.018,46.219,-90.269,98.891,114,9,3
185.9,182.99,183.71,26.135,23.212,280,6,3
101.36,95.433,91.84,0.4691,17.334,150,14,3
80.967,79.822,76.333,-6.909,79.496,90,7,3
75.812,72.082,67.612,-27.989,10.333,85,6,3
70.58,64.074,57.064,-21.04,13.639,283,31,3
77.732,75.732,69.829,-59.365,8.479,41,12,3
82.829,76.364,69.929,-18.754,14.911,140,28,3
96.429,96.286,89.714,-61.63,16.762,7,10,3
94.797,89.769,85.165,-16.862,19.065,182,41,3
97.709,96.605,92.826,-28.24,14.948,86,28,3
95,92.88,87.48,-25.895,19.99,25,41,3
98.931,95.034,88.655,-29.113,23.124,29,30,3
