@RELATION train_noxyregion

@attribute R REAL
@attribute G REAL
@attribute B REAL
@attribute G1 REAL
@attribute G2 REAL
@attribute num_pixels_regions REAL
@attribute text REAL
@attribute type {1,2,3,4,5,6,7}

@DATA
54.367,46.654,37.97,15.257,25.663,564,1,5
87.95,91.9,94.65,55.197,28.474,20,36,5
40.788,34.784,28.035,89.856,3.807,1637,8,5
131.88,156.64,180.33,36.695,17.403,312,0,5
111.81,124.48,143.41,60.025,21.183,356,3,5
128,150.59,172.78,42.787,12.156,49,2,5
169.2,162.8,182.99,45.309,47.172,125,9,5
159.22,176.57,190.57,34.444,10.662,277,0,5
158.95,177.02,192.27,43.117,0.8496,408,1,5
160,175.8,191,86.437,19.419,20,2,5
151.45,148.76,152.17,21.864,16.871,632,1,5
168.02,160.11,169.83,15.595,14.583,244,3,5
161.75,164.89,183.56,24.055,21.088,160,1,5
38.25,37,42.321,22.459,22.113,28,4,5
98.135,109.1,121.63,-0.78389,11.992,155,1,5
137.57,157.1,177.9,-18.454,26.737,40,5,5
162.97,163.21,156.97,11.652,99.249,118,13,5
177.76,184.5,186.68,-20.048,11.533,111,24,5
125.34,125.78,111.45,10.112,16.02,211,18,5
118.48,99.615,105.46,18.782,15.3,546,7,5
163.11,128.49,142.67,41.154,63.805,72,13,5
247.4,247.91,247.88,67.189,47.049,1556,0,1
249,249.03,249.33,74.402,31.758,1454,0,1
251.68,251.77,252.05,83.907,1.373,3505,0,1
249.5,250.05,250.77,76.633,32.493,1446,0,1
253.81,254.05,253.62,68.541,15.179,406,0,1
254.73,254.81,254.76,86.528,0.27534,3461,0,1
251.59,252.37,250.71,79.889,14.796,2999,0,1
245.91,246.58,247.07,67.861,67.347,907,0,1
255,255,255,89.842,0.0049253,3991,0,1
247.61,248.32,248.63,84.027,34.841,1982,0,1
240.91,240.08,239.64,68.074,75.292,757,0,1
254.87,254.89,254.8,82.12,0.133,990,0,1
250.14,250.46,250.67,85.448,21.267,1993,0,1
250.6,250.7,251.18,85.537,16.373,1853,0,1
238.46,238.1,237.82,74.796,69.837,1119,0,1
255,255,254.98,89.634,0.0087424,2706,0,1
254.95,254.97,254.96,87.561,0.064077,880,0,1
255,255,254.99,88.416,0.0076974,3181,0,1
253.08,253.22,253.38,87.178,0.98515,5255,0,1
229.61,231.55,234.11,41.616,11.416,413,2,1
233.09,241.8,241.92,27.337,16.883,266,0,1
140.45,156.81,116.27,46.738,18.542,75,27,2
89.091,107.39,85.364,-14.411,27.726,44,31,2
92.634,114.1,81.195,-64.549,18.705,41,14,2
42.56,56.071,55.631,-0.63143,16.888,84,32,2
43.722,57.582,53.247,23.977,90.018,158,11,2
83.519,121.45,57.192,87.828,69.773,104,6,2
83.485,118.93,58.359,10.332,56.903,103,9,2
56.37,59.111,44.037,25.462,12.79,27,18,2
57.012,57.556,42.679,76.842,12.678,162,19,2
85.108,86.649,66.919,3.918,18.724,37,20,2
84.186,78.116,61.093,-17.156,21.014,43,33,2
101.79,90.752,70.459,28.572,20.87,109,28,2
77.069,73.172,60.172,56.805,18.121,29,22,2
49.277,49.652,39.786,12.81,12.034,112,19,2
62.61,60.339,42.237,60.323,18.262,118,34,2
42.846,42.879,31.549,84.551,10.809,91,10,2
72.771,68.339,52.174,57.362,16.737,109,13,2
62.906,58.386,45.93,10.494,13.411,171,27,2
134.49,105.19,93.847,12.303,13.361,215,16,3
135.71,105.64,94.33,42.762,96.959,176,8,3
139,108.38,97.164,-46.311,13.548,55,34,3
146.58,113.53,102.76,-64.417,94.884,78,25,3
132.19,106.07,96.276,-12.688,16.857,127,42,3
139.51,109.81,99.233,-5.749,11.083,43,14,3
146.71,109.82,96.294,-43.614,73.726,17,10,3
142.06,106.14,95.009,-11.174,90.362,109,6,3
139.71,104.9,91.048,-62.095,11.174,62,19,3
126.26,96.729,86.235,-88.045,13.374,85,25,3
125.04,91.862,81.125,14.16,11.335,80,19,3
118.37,90.762,79.484,-30.573,12.992,122,28,3
127.25,92.211,77.154,19.963,14.654,123,17,3
111.46,81.314,71.629,13.237,11.046,35,14,3
170.13,135.97,96.258,0.23954,12.305,31,26,3
157.04,119.34,83.413,46.359,96.238,92,15,3
145.15,106.77,73.402,-60.948,74.346,82,6,3
148.17,107,75.5,11.617,46.031,104,4,3
147,109.4,79.739,0.22474,87.009,92,21,3
140.25,99.55,69.734,-0.10463,64.756,109,13,3
143.58,104.27,73.329,12.333,62.173,73,21,3
138.31,98.624,68.259,12.621,53.226,85,11,3
149.16,107.93,75.673,38.116,65.256,55,7,3
139.26,98.429,73.5,50.102,76.827,42,5,3
139.03,102.03,71.389,25.886,53.452,36,12,3
135.45,100.11,72.929,14.895,53.356,113,6,3
129.5,96.454,71.185,83.365,87.591,108,9,3
126.48,93.39,66.823,15.656,67.028,141,8,3
118.3,95.985,75.292,66.793,68.399,130,10,3
109.09,89.205,70.636,21.209,64.584,44,7,3
122.72,98.894,77.351,50.533,72.632,94,10,3
109.85,88.538,66.149,24.634,13.181,437,7,3
134.13,101.73,75.625,13.605,65.473,120,6,3
145.74,107.66,78.13,6.035,69.957,92,11,3
143.03,107.8,80.9,95.712,51.262,30,5,3
143.73,103.31,71.846,-42.915,87.865,26,6,3
153.85,106.35,79.45,26.306,72.685,20,17,3
138.85,100.63,80.019,54.501,94.163,52,7,3
99.389,75.778,69.667,13.427,94.431,36,13,3
100.69,80.467,74.622,-11.519,15.276,45,34,3
117.81,96.976,92.988,31.506,8.295,83,13,3
130.91,108.38,110.12,44.309,12.113,58,29,3
133.65,109.02,111.68,20.148,7.904,124,15,3
145.31,123.8,125.75,30.815,73.929,107,8,3
135,106.21,108.16,-0.34109,60.846,43,4,3
170.92,159.6,168.18,-84.796,95.545,101,10,3
171.41,160.85,167.37,10.661,11.449,27,15,3
139.42,127.11,135.95,-28.598,12.806,19,16,3
162.76,155.56,161.14,15.051,13.969,50,14,3
140.22,126.15,126.68,-71.146,17.142,96,30,3
118.09,101.3,98.351,21.356,10.868,74,7,3
110.77,107.1,122.7,-86.129,7.742,30,12,4
142.23,142.05,146.76,42.744,35.346,197,3,5
200.21,218.31,222.8,61.546,58.384,70,98,5
210.71,225.52,228.46,52.609,48.297,48,56,5
118.77,125.87,138.43,54.432,43.992,87,9,5
108.81,113.22,123.17,19.004,40.253,192,105,5
84.625,81.494,85.755,27.235,32.469,261,7,5
69.094,72.059,74.576,21.283,16.483,85,13,5
95.144,99.928,107.7,37.956,26.805,125,58,5
156.75,158.57,167.71,16.874,39.771,191,74,5
82.851,94.883,113.23,38.5,16.449,94,2,5
97.103,108,120.65,52.805,26.843,78,7,5
112.48,95.333,89.63,82.579,21.701,27,7,6
254.72,254.78,254.75,78.608,0.3965,1408,0,1
255,255,255,85.591,0,2184,0,1
254.97,254.97,254.97,86.952,0.058756,4432,0,1
255,255,255,89.309,0.010055,1955,0,1
254.93,254.94,254.89,81.258,0.11451,1515,0,1
254.98,254.98,254.98,88.314,0.031983,854,0,1
254.35,254.27,254.36,83.537,0.46881,1793,0,1
255,255,255,88.595,0.0062621,3139,0,1
254.32,254.55,254.68,82.146,0.38346,691,0,1
247.43,247.24,248.58,66.208,18.479,578,0,1
252.07,252.12,252.54,79.268,11.163,1092,0,1
253.6,253.48,253.79,84.328,0.46641,2373,0,1
255,255,254.99,88.235,0.0075752,6374,0,1
255,255,254.99,88.235,0.0075752,6374,0,1
254.93,254.93,254.81,84.381,0.069461,1432,0,1
250.92,250.22,240.98,63.445,46.598,1095,0,1
254.97,254.97,254.97,87.598,0.045625,712,0,1
254.85,254.86,254.55,77.694,0.24858,493,0,1
65.6,62.822,39.689,63.377,24.263,45,37,2
64.808,77.5,47.538,-0.074685,19.316,52,44,2
88.156,106.84,66.313,0.75063,28.424,32,42,2
94.89,105.55,42.512,1.428,24.994,82,47,2
123.24,130.19,44.654,30.714,31.394,78,44,2
97.547,99.653,46.053,11.148,41.941,95,51,2
105.68,121.59,62.088,13.173,40.805,68,42,2
150.3,160.77,43.63,11.499,37.041,127,51,2
163.5,171.41,91.063,-13.735,36.054,32,83,2
154.55,159.54,33.928,-0.67306,26.303,138,44,2
199.45,183.09,36.662,19.04,33.68,157,62,2
100.8,121.02,29.632,17.837,36.965,95,43,2
74.981,93.189,29.906,16.674,23.737,53,18,2
76.264,76.023,53.517,19.09,15.824,87,30,2
79.879,73.899,55.505,-11.979,21.713,99,9,2
85.232,84.043,61.913,-70.058,16.164,69,21,2
162.06,154.8,128.88,14.317,33.305,50,69,2
135.68,117.72,102.4,49.632,19.103,47,17,2
118.86,108.51,93.381,18.088,22.012,63,25,2
106.45,101.78,76.159,10.596,13.896,69,21,2
86.178,89.289,68.111,24.019,14.59,45,13,2
60.685,62.607,38.798,-11.715,19.875,89,34,2
89.151,85.105,63.919,10.608,18.678,86,19,2
184.44,151.03,141.69,25.058,60.657,36,9,3
200.43,186.89,191.06,-79.486,72.152,63,11,3
180.43,137.04,114.34,17.179,93.587,94,14,3
186.47,149.16,130.76,72.534,4.482,116,6,3
179.4,141.89,120.51,69.118,68.958,65,8,3
161.93,122.07,97.74,40.599,10.397,96,13,3
160.84,117.48,89,74.909,96.296,25,7,3
179.2,135.72,112.06,40.835,75.238,65,9,3
149.14,103.55,78.091,-49.184,11.362,22,14,3
124.64,87.639,62.083,-0.6413,10.69,36,12,3
120.33,84.102,63.327,19.264,77.237,49,15,3
105.51,68.83,49.652,34.419,7.754,135,8,3
93.438,65.313,49.438,-63.919,66.451,16,9,3
135.33,109.92,95.427,16.666,28.293,143,11,3
83.966,64.22,52.13,27.221,11.901,177,6,3
200.71,200.71,211.03,89.489,97.084,31,15,4
210.05,207.77,218.27,-38.349,75.341,64,15,4
211.02,208.58,219.77,11.662,61.763,62,6,4
196.81,196.63,210.16,46.118,14.416,32,9,4
192.78,194.78,207.78,65.678,84.868,58,11,4
206.84,204.74,215.13,13.624,68.732,231,5,4
208.1,206.15,214.53,24.185,52.762,40,6,4
183.05,183.6,198.6,14.859,10.309,118,18,4
140.75,149.73,170.4,15.269,23.714,67,32,4
149.84,157.29,177.47,-18.176,19.665,58,21,4
174.67,176.39,192.41,17.004,11.457,51,18,4
173.46,175.89,178.28,78.121,38.738,162,1,5
154.11,154.68,165.69,15.196,41.178,173,106,5
86.41,60.618,56.188,10.351,14.477,144,20,5
124.31,128.16,139.28,29.131,10.986,182,2,5
138.59,152.62,171.16,35.447,17.528,225,0,5
103.77,101.66,109.24,19.607,64.874,385,2,5
46.826,52.569,37.862,26.017,4.975,109,7,5
191.72,199.39,206.28,29.4,24.924,75,5,5
240.11,250.28,252.74,18.321,30.271,46,3,5
186.03,198.41,209.19,4.613,48.686,165,43,5
54.5,54.886,41.356,95.985,91.846,132,10,5
124.89,126.28,116.27,63.002,12.997,107,12,5
86.545,88.091,93.818,36.168,11.251,33,13,5
117.58,120.01,127.98,32.6,24.305,256,2,5
131.82,141.5,147.76,14.474,21.571,38,28,5
93.598,100.2,74.375,21.428,45.652,112,3,5
244.91,247.3,248.95,19.213,42.357,313,1,1
227.8,234.1,212.93,19.954,20.001,410,0,1
238.71,241.68,223.68,27.249,13.196,231,0,1
245.53,243.93,227.13,19.466,10.257,167,0,1
156.57,135.78,52.275,-45.344,20.002,40,48,2
150.3,132.93,51.212,8.308,19.95,160,47,2
115.16,114.71,31.899,24.356,32.057,69,42,2
142.7,147.84,75.06,23.438,36.252,199,32,2
120.48,122.99,30.265,19.735,27.235,98,12,2
116.58,100.17,40.698,-18.831,28.557,53,8,2
143.6,144.07,17.175,86.913,29.952,40,23,2
102.44,111.91,28.827,10.318,33.441,214,48,2
100.54,102.38,18.104,-63.416,25.806,212,16,2
64.306,72.661,14.855,30.605,30.989,62,20,2
66.837,70.942,11.721,19.681,23.619,86,53,2
83.031,94.206,20.918,10.646,35.66,97,37,2
78.485,87.746,13.052,-7.624,24.543,134,24,2
74.223,82.851,14.196,2.432,22.397,148,53,2
78.537,98.598,96.463,-0.551,22.306,82,21,2
90.771,94.105,14.352,-0.054921,20.63,210,34,2
127.95,134.35,20.45,56.968,28.062,60,30,2
142.57,158.06,33.603,-77.957,27.311,126,61,2
180.26,154.52,54.719,59.496,38.524,96,26,2
90.079,55.526,32.855,14.181,10.873,76,15,3
95.241,55.621,31.19,83.363,6.567,58,4,3
87.81,54.095,30.833,39.051,86.947,42,11,3
96.714,59.095,33.476,2.311,57.773,63,8,3
88.813,56.742,33.28,-41.334,10.548,182,12,3
85.81,51.841,30.032,-11.697,53.116,63,7,3
71.729,41.688,20.333,37.897,68.634,96,8,3
73.325,43.3,24.775,64.776,57.967,40,6,3
64.687,39.807,21.548,66.961,97.604,259,9,3
69.784,41.031,20.165,-33.539,99.545,97,16,3
75.919,45.403,24.758,-17.009,72.569,62,9,3
62.596,46.191,25.255,58.748,9.06,47,6,3
73.183,45.017,24.767,38.571,10.211,60,9,3
75.759,48.796,25.231,19.979,93.119,108,9,3
68.241,43.606,20.235,30.008,60.365,170,5,3
65.291,41.855,20.145,88.698,83.373,55,12,3
69.398,44.039,19.524,61.707,62.217,103,6,3
72.97,44.436,21.327,21.727,85.951,101,17,3
71.914,44.931,25.879,89.532,75.457,58,12,3
92.333,56.619,31.024,51.635,56.056,42,7,3
86.789,53.465,30.549,61.511,88.008,142,17,3
98,60.364,33.341,36.131,53.888,44,6,3
106.82,67,36.706,51.048,13.673,51,11,3
92.217,56.435,30.696,-0.53738,11.577,23,19,3
88.185,55.554,33.8,92.831,10.51,65,11,3
102.06,67.229,38.904,50.945,10.834,83,14,3
104.67,68.222,39.746,50.729,68.268,63,20,3
89.298,55.905,31.44,10.89,8.633,84,9,3
81.109,56.764,42.836,-13.215,11.113,55,18,3
97.11,60.542,35.432,31.663,14.142,118,12,3
88.89,52.99,26.66,-22.641,12.016,100,21,3
79.036,50.4,27.682,-21.242,11.059,110,14,3
77.409,48.864,26.114,56.991,12.463,44,32,3
63.57,43.542,21.599,52.779,9.38,142,15,3
67.314,43,18.029,20.457,51.245,35,12,3
67.16,38.468,15.489,10.271,10.096,94,20,3
62.217,35.37,15.348,-0.37939,78.817,46,10,3
67.561,40.293,17.22,5.488,8.04,41,13,3
83.481,48.823,24.165,41.073,10.879,79,16,3
82.764,48.945,26.036,10.826,14.506,55,16,3
68.298,42.868,20.901,0.72142,12.41,121,17,3
62.949,39.462,20.128,20.398,12.806,156,19,3
79.208,52.468,30.351,-0.25699,95.258,77,18,3
77.818,47.924,24.167,14.205,75.578,66,9,3
73.93,46.016,24.903,-15.536,10.965,185,26,3
87.111,51.13,25.5,-3.583,92.021,54,19,3
84,57.529,32.874,-45.007,12.29,87,15,3
80.78,53.716,30.193,60.952,13.368,109,26,3
96.196,58.749,33.374,15.288,81.249,179,17,3
86.777,60.085,37.298,-0.4457,14.596,94,16,3
91.762,57.476,31.476,62.782,87.136,21,16,3
45.021,25.747,9.314,0.18468,74.979,430,5,3
89.014,56.214,30.471,10.13,7.097,70,13,3
84.324,52.568,31.595,12.507,6.355,37,5,3
132.38,123.83,134.73,81.045,23.117,60,57,4
161.81,155.44,161.59,0.92647,22.728,54,36,4
157.94,151.74,157.85,40.896,28.885,54,41,4
133.56,125.44,125.48,32.327,31.397,108,41,4
178.76,172.12,176.35,7.539,17.729,17,34,4
179.73,169.67,172.93,-50.213,15.587,15,19,4
175.73,164.31,163.3,-9.281,28.011,83,60,4
186.27,174.9,174.58,25.749,12.348,48,18,4
183.46,172.49,172.2,-20.155,94.602,35,13,4
168.72,160.36,163.23,5.52,25.784,39,38,4
147.34,137.49,140.26,0.35134,26.307,65,15,4
141.96,131.91,133.25,-62.606,20.111,56,11,4
113.7,102.4,107.51,97.043,99.548,47,13,4
104.08,89.456,85.5,98.789,12.069,204,5,4
152.8,131.78,125.04,-30.034,25.967,46,15,4
155.67,134.67,125,-35.515,24.463,18,15,4
162.53,143.15,135.21,35.122,22.366,34,39,4
185.27,173.84,172,-50.965,22.67,51,35,4
157.24,153.78,158.02,84.344,20.248,105,24,4
195.2,185.6,186.3,-93.034,15.613,40,20,4
185.31,180.41,185.45,12.016,24.906,29,12,4
176.12,165.71,168.66,-35.255,25.683,65,40,4
175.87,169.5,173.8,84.533,21.356,30,44,4
176.31,166.09,169.76,3.832,27.024,58,43,4
184.36,170.64,170.17,-49.075,25.279,42,25,4
171.75,158.18,155.3,29.116,25.324,40,26,4
164.89,156.63,157.59,0.027643,28.395,46,14,4
220.59,224.81,200.65,93.698,22.474,165,5,5
135.21,134.32,134.42,30.048,36.232,184,1,5
202.79,203.68,204.05,18.517,31.866,113,3,5
182.78,175.92,166.31,-0.037834,49.429,225,18,5
55.942,48.52,25.234,10.578,44.624,531,5,5
55.938,48.655,28.117,37.161,69.252,145,10,5
82.63,80.574,68.444,39.627,68.518,54,9,5
68.455,69.455,63.318,46.177,77.626,88,15,5
101.47,99.33,97.78,68.294,10.576,109,28,5
10.055,92.578,21.563,96.222,35.505,128,4,6
16.542,13.331,50.085,42.986,39.184,236,8,6
55.472,4.561,35.522,42.952,39.704,1590,1,6
5.462,39.565,13.043,43.749,18.919,368,1,6
255,255,255,80.229,0,350,0,1
254.56,254.65,254.3,75.708,0.35892,233,0,1
224.4,231.06,230.62,21.715,18.361,529,1,1
228.7,229.1,235.85,25.707,12.225,492,0,1
175.66,187.41,88.634,-28.293,25.446,112,15,2
170.2,190.53,130,-67.622,32.592,88,91,2
160.88,172.2,128.47,16.372,37.086,156,44,2
166.95,192.29,97.6,-2.347,23.986,55,54,2
150.4,176.59,84.335,-9.602,22.764,200,37,2
151.65,171.4,97.199,-28.522,27.964,136,49,2
124.98,148.29,75.523,27.462,38.863,132,31,2
120.95,135.55,80.462,-51.978,26.633,91,31,2
138.92,158.48,78.192,59.211,18.596,52,37,2
146.2,160.98,81.371,20.157,29.95,89,21,2
110.82,123.57,63.782,-59.372,32.376,119,65,2
74.979,83.404,51.149,90.785,43.837,47,66,2
108.4,127.79,73.442,39.178,22.667,138,36,2
117.88,131.07,98.618,-80.226,48.606,68,75,2
94.079,100.58,67.871,-84.397,29.793,317,36,2
105.45,102.36,67.765,-0.45271,25.961,115,40,2
101.89,123.46,86.333,-12.187,25.26,114,44,2
132.73,146,134.28,-12.793,48.907,127,40,2
81.684,100,72.842,0.32366,52.121,19,107,2
95.719,109.31,80.254,-29.288,29.678,114,13,2
99.117,115.51,76.479,29.162,32.926,94,29,2
108.82,122.77,93.053,-41.262,42.004,132,32,2
97.793,117.48,81.988,43.375,30.089,82,39,2
78.75,111.88,95.406,19.53,25.776,32,40,2
61.118,67.688,63.215,-41.239,17.859,144,54,2
88.474,118.04,85.679,-92.055,31.639,137,25,2
71.208,97.25,60.208,-13.922,24.411,24,59,2
67.11,87.535,57.717,-30.856,20.776,254,38,2
43,63.125,44.275,62.517,17.691,40,19,2
43.72,56.483,36.3,0.22286,15.006,207,21,2
127.43,94.534,74.81,-71.981,16.815,58,11,3
132.1,95.097,76.516,83.096,11.778,31,10,3
131.1,95.033,73.738,-0.068602,17.323,61,37,3
117.84,98.847,97.038,53.974,32.897,183,37,3
157.74,120.74,112.68,4.34,15.204,19,16,3
184.26,152.51,140.93,89.378,27.409,43,28,3
181.02,146.07,135.15,44.034,15.927,122,18,3
125.21,100.36,91.17,-48.349,16.619,171,17,3
239.03,240.44,243.11,33.889,75.181,61,29,4
152.06,161.96,161.42,60.662,27.208,139,21,5
101.89,106.17,110.37,39.304,35.741,94,34,5
137.16,149.83,153.01,-29.891,19.464,594,33,5
188.59,199.23,216.86,47.076,10.331,146,10,5
130.64,138.45,153.31,15.268,63.566,359,5,5
57.528,52.811,34.642,-65.153,86.632,53,15,5
57.197,48.475,33.082,-79.738,81.799,61,5,5
76.488,86.232,77.532,98.581,61.113,297,6,5
36.635,38.193,42.267,34.912,81.873,378,19,5
51,55.364,60.161,17.779,53.255,118,3,5
54.203,60.527,55.311,86.056,5.803,74,4,5
92.209,94.834,78.706,14.886,81.425,187,13,5
74.222,77.677,64.263,11.429,71.732,99,10,5
127.2,136.92,148.21,50.018,29.53,71,12,6
177.56,190.25,204.92,-14.682,15.452,52,22,6
38.446,43.717,47.826,19.946,58.916,92,6,6
42.397,47.529,53.063,81.619,80.038,174,4,6
254.96,254.96,254.95,82.135,0.03998,904,0,1
249.84,249.37,249.35,61.719,34.921,312,0,1
254.43,255,254.99,87,0.062459,720,1,1
254.83,254.99,255,87.86,0.026576,2019,0,1
252.75,252.9,252.8,78.353,0.94492,3082,0,1
254.98,254.99,254.99,87.74,0.011332,4261,0,1
254.96,254.99,254.99,87.386,0.012125,2651,0,1
250.72,251.06,250.9,61.11,2.646,434,0,1
254.04,254.33,254.31,81.751,0.14785,7980,0,1
252.73,253.05,253.03,73.343,0.83936,2613,0,1
254.19,254.66,254.6,80.432,0.16264,6556,0,1
254.04,254.33,254.31,81.751,0.14785,7980,0,1
253.99,254.89,254.78,76.764,0.226,888,0,1
254.98,254.99,255,85.049,0.01539,1927,0,1
254.19,254.59,254.61,77.189,0.21015,1117,0,1
254.65,254.98,254.98,86.279,0.048652,774,0,1
253.21,254.41,254.34,69.205,10.483,554,0,1
254.01,254.65,254.58,79.404,0.40077,2242,0,1
255,254.97,255,86.888,0.057598,752,0,1
253.74,254.37,254.34,70.047,0.38381,775,0,1
253.56,254.24,254.75,85.346,0.096748,2771,0,1
253.87,254.54,254.76,82.001,0.12132,3225,0,1
254.68,254.99,254.99,86.42,0.019206,2514,0,1
254.96,254.99,255,84.004,0.01621,1336,0,1
254.19,254.66,254.6,80.432,0.16264,6556,0,1
60.963,85.862,46.81,53.688,20.245,189,43,2
89.871,107.07,66.6,17.872,42.36,70,42,2
103.03,140.27,91.167,7.018,41.266,30,20,2
73.308,107.77,66.654,-1.089,39.604,26,48,2
118.39,167.39,81.833,20.016,23.375,18,22,2
117.52,157.5,72.045,12.246,22.539,44,30,2
85.367,121.9,76.962,-7.67,50.714,79,74,2
85.421,125.42,53.737,-15.215,29.59,38,37,2
59.309,87.868,59.941,30.918,33.385,68,67,2
39.319,65.851,36.213,-10.382,18.722,47,18,2
83.947,123.96,63.842,-31.371,28.971,95,20,2
106.4,146.96,77.077,-41.447,39.608,52,79,2
89.538,136.87,62.933,11.982,23.844,119,44,2
114.88,160.04,67.169,10.633,27.927,83,29,2
103.67,147.27,67,13.918,37.984,55,69,2
103.49,143.44,99.241,20.384,42.059,87,56,2
61.061,89.388,48.435,6.636,24.449,147,45,2
46.308,77.308,47.462,88.543,14.316,52,24,2
43.356,82.301,53.685,14.8,34.082,73,37,2
87.429,137.67,76.286,35.732,20.372,21,31,2
33.048,64.167,38.357,95.902,26.309,42,62,2
36.29,50.818,31.977,74.695,18.829,176,10,2
47.528,72.151,64.434,13.16,32.718,53,30,2
39.6,82.133,40.767,-2.678,23.079,30,28,2
39.268,64.812,38.503,-68.601,29.587,149,21,2
41.19,67.086,55.59,-61.532,27.311,105,43,2
68.706,95.294,78.824,34.596,32.635,34,67,2
57.112,84.025,69.725,-11.804,37.185,80,23,2
57.964,86.893,73.107,6.692,36.392,28,26,2
67.507,95.712,73.89,-18.676,34.028,73,81,2
72.227,96.295,86,-25.207,35.85,44,84,2
89.734,109.33,67.543,17.934,26.86,94,31,2
80,98.97,65.576,-21.727,29.431,66,40,2
103.38,106.97,77.688,-11.268,61.174,32,92,2
112.39,129.84,94.955,64.112,44.246,89,95,2
100.37,108.4,77.469,32.801,47.654,145,22,2
74.833,81.778,52.311,31.634,27.602,90,14,2
99.492,114.77,81.852,41.086,17.46,61,25,2
95.769,100.26,62.394,-10.107,29.664,160,11,2
208.63,157.27,119.3,59.642,17.312,56,30,3
230.96,180.38,141.11,-4.18,12.995,81,14,3
234.42,186.5,149.04,-69.991,12.651,26,18,3
237.64,191.09,155.88,50.278,93.687,33,12,3
244.25,204.14,171.64,-32.007,13.319,28,13,3
227.63,181.74,140.63,0.64282,10.834,19,14,3
225.45,177.5,135.59,-14.439,10.466,64,22,3
237.44,192.85,156.82,-25.942,10.375,34,10,3
234.99,184.52,146.71,-6.28,90.065,116,13,3
225.55,174.09,132.64,10.278,91.178,22,18,3
219.35,170.41,133.69,11.122,10.112,51,8,3
207.53,158.28,121.45,-30.561,17.313,40,35,3
224.65,179.22,139.17,-36.799,93.143,63,13,3
173.55,136.91,109.11,16.094,10.387,44,20,3
221.33,212.56,209.81,78.178,21.701,27,25,4
219.29,210.16,208.05,-53.953,13.549,38,14,4
202.57,195.45,195.47,15.572,27.457,51,26,4
242.26,244.91,251.14,21.087,48.974,74,5,5
249.64,249.6,250.36,70.258,24.822,875,0,5
165.89,171.99,180.26,-30.112,46.34,178,38,5
226.77,235.27,244,14.97,75.701,82,9,5
148.11,152.58,157.25,16.86,31.914,384,1,5
158.96,160.11,163.61,58.168,25.562,207,19,5
196.5,191.64,188.75,95.553,19.774,248,10,5
167.65,164.91,164.29,34.758,24.64,272,8,5
98.893,92.555,101.5,15.813,26.84,328,14,5
89.92,91.551,98.625,-10.607,24.14,176,14,5
119.53,97.331,99.013,92.549,27.706,311,37,5
146.95,138.38,126.65,62.211,31.398,211,18,5
109.29,90.136,91.288,47.419,24.671,191,29,7
248.9,244.43,239.44,46.438,72.353,732,0,1
247.55,242.25,237.66,42.859,81.893,645,0,1
254.94,254.95,254.88,84.415,0.084704,729,0,1
254.99,254.99,254.99,88.762,0.012512,3467,0,1
250.66,249.44,248.97,69.78,32.125,778,0,1
254.9,255,254.8,82.727,0.17503,198,0,1
254.76,254.84,254.82,79.062,0.23977,348,0,1
254.65,254.76,254.74,83.837,0.41626,1549,0,1
254.9,254.91,254.9,85.218,0.13067,1010,0,1
254.99,254.99,254.99,85.468,0.039533,417,0,1
254.99,254.99,254.99,87.787,0.013497,2481,0,1
255,255,254.96,88.081,0.010539,2814,0,1
254.99,254.99,254.99,88.762,0.012512,3467,0,1
253.19,253.45,253.48,79.232,14.722,3179,0,1
254.89,254.91,254.88,85.74,0.10643,1255,0,1
254.45,254.54,254.28,83.595,0.81319,1246,0,1
255,255,255,89.644,0.0058197,1517,0,1
255,255,254.96,88.081,0.010539,2814,0,1
250.77,245.17,175.09,96.719,74.124,119,3,2
232.35,224.77,121.18,-28.313,29.14,82,49,2
189.53,191.84,84.228,-62.903,30.199,145,91,2
178.11,181.84,79.977,11.857,29.636,44,31,2
185.74,189.83,110.79,-51.171,27.717,42,26,2
170.45,170.27,93.196,-0.88646,33.848,51,20,2
151.06,161.5,76.222,-27.713,26.783,18,36,2
155.94,171.97,83.273,11.593,24.417,33,36,2
124.69,128.95,69.167,40.444,26.656,102,64,2
134.57,149.59,83.783,-0.1394,28.079,69,31,2
74.377,104.23,54.788,0.81426,40.789,146,37,2
65.371,99.786,60.471,27.549,30.043,70,29,2
67.779,102.9,54.425,42.808,25.708,113,43,2
64.679,89.482,47.732,11.268,27.591,56,18,2
56.734,79.897,44.925,34.229,19.796,252,58,2
36.772,52.049,35.423,63.998,12.581,123,27,2
58.055,86.249,46.443,-72.713,20.411,237,11,2
44.981,70.296,35.87,27.481,17.343,54,20,2
55.218,87.145,52.364,15.055,30.073,55,55,2
43.064,65.577,44.808,11.297,28.958,156,67,2
37.522,49.014,43.406,0.303,18.55,69,46,2
60.506,78.301,64.578,55.131,23.142,166,11,2
76.167,92.383,78.867,16.721,27.153,60,49,2
78.902,85.217,55.741,-33.541,18.189,143,12,2
137.6,154.21,114.83,-12.126,33.827,42,35,2
126.37,133.78,92.039,86.267,46.76,51,74,2
77.659,93.205,51.818,10.408,17.508,44,26,2
67.843,81.49,53.451,11.559,16.832,51,32,2
56.065,65.839,39.839,-26.464,30.381,31,51,2
105.13,106.59,68.033,-60.073,48.076,92,55,2
46.18,67.26,47.7,24.95,23.405,50,41,2
153.57,189.33,107.94,11.825,17.85,51,26,2
