@RELATION train_nocolour

@attribute G1 REAL
@attribute G2 REAL
@attribute x_region REAL
@attribute y_region REAL
@attribute num_pixels_regions REAL
@attribute text REAL
@attribute type {1,2,3,4,5,6,7}

@DATA
1.274,18.523,337.42,456.26,349,33,5
93.442,54.816,325.31,527.43,769,11,5
11.284,23.894,179.68,588.75,373,1,5
-54.795,15.502,523.39,222.6,103,10,7
88.821,0.019815,58.749,384.73,992,0,2
68.926,37.407,65.66,691.69,950,0,2
24.292,29.831,591.73,220.84,62,2,2
16.034,52.397,581.55,791.96,47,13,2
29.265,90.938,92.798,75.007,277,2,3
61.879,0.93931,138.85,203.66,190,1,3
34.699,11.097,187.82,320.64,139,1,3
71.533,32.382,30.392,317.32,1013,0,3
-12.542,5.083,41.981,187.64,701,3,3
-21.996,58.154,55.431,208.2,585,4,3
15.767,19.918,128.39,384.91,109,8,3
0.81782,65.063,149.11,454.86,149,4,3
12.76,15.663,317.8,302.75,179,1,3
50.941,68.853,252.54,76.837,283,1,3
24.583,72.668,454.96,80.813,2330,1,3
12.375,24.039,417.81,208.39,401,2,3
41.437,0.96014,449.91,304.09,182,1,3
32.371,17.324,488.03,440.06,115,4,3
44.687,13.112,479.49,374.38,336,1,3
45.35,12.302,308.31,503.85,192,2,3
62.862,0.50437,150.61,544.47,1276,0,3
73.291,0.53894,61.3,600.79,470,0,3
43.307,35.544,289.72,626.31,2004,1,3
42.319,37.188,439.99,642.95,2248,1,3
-0.94627,15.806,489.63,587.77,212,1,3
61.226,0.90766,145.18,641.21,936,1,3
17.502,14.798,206.36,706.15,234,1,3
16.181,94.975,315.67,716.72,127,5,3
14.252,63.355,442.47,734.02,169,3,3
45.649,8.266,294.49,787.49,999,4,3
31.547,2.301,212.35,784.41,74,4,3
31.064,11.971,60.287,768.98,314,0,3
26.872,7.309,143.6,738.03,1173,5,3
53.282,73.564,530.06,34.422,83,5,5
21.424,25.192,518.24,85.052,868,5,5
44.743,55.723,326.36,42.03,267,1,5
64.05,13.765,172.65,38.284,81,0,5
-10.706,73.013,26.712,83.503,330,4,5
26.763,12.803,49.797,133.29,202,2,5
2.406,93.205,107.15,247.55,403,0,5
-10.535,42.112,97.203,278.93,207,3,5
-19.209,70.667,177.27,412.77,551,7,5
14.04,96.272,260.28,298.81,319,0,5
40.365,13.15,243.52,242.58,550,3,5
49.758,11.824,202.98,111.39,1213,2,5
33.279,11.425,385.58,402.25,588,2,5
29.588,47.541,359.33,301.65,613,2,5
36.842,37.456,373.41,255.4,177,9,5
60.488,3.44,520.47,270.53,2823,1,5
43.79,41.807,517.1,308.36,405,1,5
26.419,57.533,382.06,726,145,10,5
-19.954,40.922,258.02,705.87,52,11,5
16.894,79.478,518.57,750.28,556,6,6
89.034,0.06034,181.08,130.41,2360,0,1
85.248,15.078,77.976,308.86,1394,0,1
85.981,0.099546,96.499,694.25,897,0,1
89.658,0.010478,180.61,725.41,3943,0,1
17.594,11.864,367.73,153.82,44,19,2
13.84,8.796,389.7,262.65,88,12,2
21.328,10.532,429.42,218.71,89,10,2
13.293,16.359,285.99,407.49,87,34,2
0.65804,12.182,409.48,411.77,260,10,2
-25.078,15.522,202.85,546.22,41,19,2
-23.227,13.413,337.41,551.26,80,9,2
73.352,28.823,340.47,738.1,116,26,2
76.239,17.559,412.74,689.92,66,19,2
16.143,43.034,353.46,64.388,1764,1,3
16.36,68.359,258.75,264.22,241,11,3
-12.829,67.772,301.63,317.77,64,8,3
11.593,24.238,198.96,400.62,78,18,3
99.475,72.282,236.32,469.8,280,9,3
59.389,11.193,164.41,483.49,159,21,3
15.089,47.991,84.539,603.04,853,10,3
23.243,19.572,465.59,659,90,3,3
23.812,22.878,463.7,743.82,181,0,3
0.88269,31.719,460.42,452.7,136,4,3
60.564,37.954,427.81,309.77,444,5,3
25.854,23.961,415.08,787.44,407,1,3
79.661,66.023,287.85,48.868,53,4,4
38.426,14.384,394.79,348.02,239,4,5
62.262,17.651,255.54,321.99,85,41,5
22.67,16.488,287.93,221.61,137,1,5
10.431,45.811,348.97,464.66,32,68,5
20.446,83.826,389.04,464.24,25,11,5
11.186,15.234,393.3,499.4,159,21,5
13.178,11.692,420.27,469.58,105,8,5
11.565,36.515,434.59,352.3,70,49,6
-25.246,12.944,434.04,26.561,289,11,7
17.959,70.193,421.71,771.43,21,5,7
-72.088,56.917,88.909,309.58,88,67,2
-99.394,64.436,282.61,341.2,46,98,2
-20.426,42.113,419.27,359.25,99,61,2
12.264,24.703,568.35,203.58,52,26,2
-15.184,33.137,69.692,41.822,107,77,2
-3.758,44.093,266.12,44.743,74,68,2
-1.586,57.141,86.839,705.3,93,113,2
-86.208,42.779,261.15,744.75,48,50,2
-19.923,40.055,451.89,783.29,28,40,2
-34.746,25.712,24.421,781.68,76,13,2
25.333,44.459,508.79,166.92,48,42,2
0.63634,64.533,434.19,165.21,144,2,3
-0.97499,56.371,217.04,177.15,149,4,3
-60.899,10.052,92.232,197.92,228,9,3
25.224,30.975,38.738,498.4,84,5,3
-40.513,94.207,96.172,595.91,499,11,3
18.762,82.965,144.56,591.09,198,16,3
-33.146,10.192,132.22,488.89,333,21,3
-69.179,69.988,250.06,528.3,381,3,3
15.808,43.306,362.46,590.97,95,6,3
44.501,47.153,404.8,534.32,69,2,3
-0.70638,46.573,429.56,676.65,102,8,3
10.909,10.573,212.82,611.93,324,5,3
14.616,15.804,309.51,122.2,95,9,5
82.569,82.368,348.7,136.63,533,10,5
11.192,10.422,396.1,117.56,61,7,5
3.151,25.856,329.54,479.3,163,18,5
78.152,0.14134,217.51,75.142,395,0,1
86.99,0,31.039,36.76,4814,0,1
87.905,0.0069049,30.091,180.36,2642,0,1
-39.267,15.344,294.98,44.431,51,13,2
3.908,10.346,59.195,786.68,82,11,2
28.447,18.564,161.5,753.93,14,35,2
12.139,92.246,254.91,195.13,23,9,3
13.187,10.073,210.22,325.32,141,3,3
16.017,24.285,242.04,678.9,73,3,3
34.527,95.399,312.62,741.62,39,10,3
52.943,31.08,432.34,655.32,38,26,3
78.176,15.609,372.23,608.94,31,22,3
-26.607,17.395,385.51,543.58,53,37,3
-78.903,19.636,370.93,446.41,29,26,3
-8.343,27.463,447.97,331.03,36,51,3
7.908,17.621,382.19,228.86,21,29,3
-96.837,48.779,360.82,155.24,17,8,3
0.81309,11.482,392.67,117.58,126,14,3
-43.476,10.199,391.1,13.707,58,24,3
-0.65623,15.527,238.48,34.865,171,5,3
23.733,44.046,165.14,317.25,213,10,3
15.458,81.004,146.39,476.57,585,10,3
10.538,10.921,333.57,251.5,266,6,5
22.262,23.025,305,372.28,361,2,5
32.813,15.804,305.97,461.86,208,1,5
11.072,37.851,307.6,563.29,109,5,5
67.154,35.298,308.41,618.45,51,2,5
13.049,27.79,112.2,648.48,192,4,5
14.428,20.482,90.75,498.71,136,2,5
21.067,7.069,83.154,377.03,78,5,5
55.804,12.292,149.07,210.07,43,29,5
0.098738,11.622,391.86,153.53,70,27,5
83.228,25.061,340.46,159.73,26,6,5
26.891,23.506,268.5,101.5,38,3,5
17.581,25.692,388.26,75.661,174,18,5
76,14.363,80.76,86.93,4598,0,1
85.563,14.505,88.691,403.77,1889,0,1
81.966,0.1329,51.738,629.4,10421,0,1
48.722,20.081,522.07,400.67,15,32,2
0.99889,18.818,556.26,702.38,50,19,2
-53.606,22.175,418.08,436.23,52,30,2
-10.365,20.708,250.43,57.593,54,27,2
0.10663,14.046,558.94,159.36,64,30,2
53.032,57.024,283.54,225.1,160,15,3
57.534,87.706,258.3,549.79,137,9,3
0.81124,87.668,264.24,650.04,112,5,3
18.621,82.943,305.54,716.4,134,5,3
0.77905,49.746,235.98,734.16,130,6,3
13.354,75.984,243.46,432.41,1301,9,3
80.551,65.003,277.5,307.6,40,17,3
-10.199,14.063,356.5,215.33,18,23,3
14.073,20.299,376.13,364.42,31,41,3
89.701,40.629,353.15,554.66,67,59,3
10.288,28.553,430.7,761.23,43,47,3
29.354,11.98,355.5,496.5,12,28,3
10.149,10.209,376.81,94.169,178,26,3
50.047,10.952,154.73,507.63,52,24,4
15.481,13.867,135.08,718.73,26,17,4
23.402,35.498,240.46,349.48,336,5,5
36.008,22.891,347.09,457.58,97,16,5
63.534,59.246,335.93,258.69,180,16,5
0.7406,26.746,371.5,62.835,218,25,5
19.762,66.863,240.15,140.34,67,10,5
11.317,37.413,182.29,167.14,79,18,5
10.252,18.242,181.04,423.77,178,8,5
-10.093,16.403,241.41,782,32,12,5
91.233,25.567,166.89,726.31,242,10,5
74.429,0.26469,29.531,396.32,493,0,1
30.293,70.718,42.788,635.01,80,25,2
-29.602,15.262,119.93,729.8,135,15,2
15.203,11.082,193.64,618.33,132,6,2
-23.075,12.006,61.083,38.083,12,21,3
-61.884,35.988,79.474,189.83,95,31,3
32.549,22.765,386.5,140.89,38,6,3
11.241,18.363,568.96,182.05,75,16,3
-52.141,29.772,120.49,308.91,35,27,3
-81.082,42.041,290.45,341.93,40,53,3
-34.014,25.08,416,402.73,63,38,3
17.835,19.726,512.09,486.86,43,29,3
98.435,15.466,435.18,474.89,346,23,3
11.837,41.394,513.42,544.42,45,45,3
0.82681,21.954,448.69,622,67,38,3
8.546,38.833,440.04,729.07,46,70,3
11.827,43.457,226.03,465.84,134,9,3
17.186,23.623,511.05,327.82,40,39,3
-13.248,33.552,158.73,340.1,30,48,3
20.755,12.26,141.88,447.72,58,11,5
10.802,13.38,418.4,473.43,477,5,5
-95.617,67.377,344.68,526.64,367,4,5
14.02,5.922,346.08,605.01,253,12,5
40.747,97.738,345.09,672.27,383,8,5
39.928,10.91,340.45,765.69,271,60,5
41.592,18.922,472.61,277.41,184,3,6
59.795,11.58,12.664,317.43,116,0,1
-0.3727,43.147,91.288,230.8,222,50,2
34.179,13.903,101.97,42.714,70,23,2
20.618,17.74,58.29,578.33,93,13,2
31.653,19.938,35.15,513.23,346,4,2
23.092,16.651,486.38,44,21,13,3
-84.036,34.154,481.68,181.62,60,61,3
-0.72235,23.025,313.09,74.833,78,16,3
-20.309,35.567,275.58,161.77,64,23,3
94.368,50.126,278.27,263.68,44,88,3
19.12,40.172,164.22,365.44,27,12,3
-0.45827,42.307,238.41,405.12,97,76,3
0.52251,34.378,271.21,523.49,134,53,3
0.97731,33.422,97.391,436.96,23,41,3
-77.623,33.222,191,503.26,27,33,3
-66.838,42.295,222.02,579.33,51,81,3
24.606,82.083,367.93,472.79,28,8,3
67.282,16.417,489.4,466.97,35,26,3
50.683,17.501,510.45,654.21,29,21,3
60.353,32.979,441.33,751.67,69,80,3
-71.547,16.629,407.21,694.97,29,28,3
-23.949,28.015,542.61,753.43,23,17,3
25.333,66.803,237.17,710.97,86,9,3
21.471,41.428,177.43,771.8,365,6,3
13.647,85.104,248.26,773.24,66,8,3
-14.208,31.799,81.842,338.47,57,81,3
0.95649,14.677,163.56,279.92,90,20,5
26.13,86.414,388.59,381.27,283,1,5
36.093,2.683,394.73,268.78,82,5,5
87.523,38.106,516.52,287.23,381,9,6
59.837,8.324,517.86,366.23,407,17,6
19.754,48.209,495.1,543.74,126,9,6
83.068,0.022741,94.405,582.84,370,0,1
3.25,42.994,27.417,38.375,48,15,2
0.43487,41.166,196.87,34.632,125,24,2
52.041,16.926,342.89,15.548,62,22,2
10.058,12.722,584.28,41.551,167,24,2
76.985,36.608,164.91,771.24,58,47,2
43.317,0.73516,475.97,240.3,299,0,3
21.529,88.588,302.78,245.02,91,0,3
22.138,17.092,212.67,383.59,201,2,3
26.567,24.981,193,224.22,282,3,3
19.207,13.345,167.56,130.26,156,44,3
48.061,29.258,46.769,133.32,156,2,3
30.8,19.849,89.468,322.31,265,0,3
19.285,40.721,94.099,445.39,71,1,3
79.552,23.912,26.171,471.78,374,1,3
13.242,18.444,46.977,567.31,214,0,3
40.604,15.391,18.489,648.5,268,3,3
33.701,32.615,13.619,745.56,84,6,3
-10.97,50.978,465.3,719.42,53,5,3
24.122,35.324,464.84,575.03,341,3,3
14.425,35.316,566.37,608.37,161,7,3
14.093,32.246,480.33,483.98,51,6,3
75.151,9.681,508.06,381.99,422,8,3
13.827,93.765,355.93,378.42,509,8,3
-4.67,87.881,239.19,370.99,188,11,3
-92.023,97.615,211.74,129.99,549,8,3
15.495,42.669,408.64,107.08,99,5,3
11.968,87.374,507.32,96.361,746,5,3
13.115,53.773,135.41,582.31,29,10,3
60.979,17.651,228.18,581.85,82,1,3
-76.878,77.056,264.02,574.25,262,8,3
-26.413,18.754,334.88,596.4,172,1,3
39.275,17.259,338.64,504.32,100,1,3
41.472,18.142,210.56,486.88,278,2,3
59.084,90.418,327.15,387.47,131,0,3
47.708,25.337,540.84,173.42,392,3,5
17.109,45.103,519.11,289.99,855,3,5
50.778,48.515,525.96,466.37,571,11,5
18.305,59.161,382.35,442.62,222,13,5
12.768,67.821,377.73,527.76,262,11,5
28.657,18.073,405.13,289.56,93,9,5
36.613,21.233,397.39,226.06,354,2,5
11.963,90.897,404.65,140.79,182,5,5
-19.353,10.601,235.26,188.87,534,6,5
0.91586,82.127,235.67,256.42,1297,22,5
64.159,28.151,258.4,317.11,47,2,5
21.077,49.413,286.1,353.68,77,13,5
8.852,20.07,273.29,428.87,68,2,5
-34.423,28.681,281.39,479.89,103,32,5
22.848,43.231,271.29,523.22,122,2,5
-12.646,10.501,194.33,612.44,252,11,5
-0.93988,86.726,171.24,510.44,294,14,5
35.675,23.375,167.32,486.01,130,2,5
-34.506,31.256,163.82,422.85,34,3,5
70.922,29.308,142.89,318.12,188,10,5
24.345,17.766,121.72,266.09,1032,38,5
3.794,11.171,123.72,233.26,216,7,5
84.204,13.106,103.97,186.72,1001,8,5
86.452,0.35096,54.102,483.64,3427,0,1
89.603,0.010655,119.16,558.52,4670,0,1
84.591,15.977,14.494,641.13,2899,0,1
30.231,16.498,297.11,548.16,144,21,2
-41.722,18.644,400.6,522.63,126,29,2
52.757,19.392,441.39,608.86,56,25,2
-30.613,5.356,452.71,125.91,210,6,3
-0.62371,76.503,342.28,28.92,138,5,3
-15.605,53.291,92.738,173.91,65,7,3
12.427,46.235,80.196,43.928,153,13,3
19.782,96.871,38.698,272.48,1855,10,3
8.384,34.619,200.69,286.26,143,5,3
80.418,5.647,502.51,299.02,268,9,3
38.218,50.732,428.98,341.36,580,2,3
63.68,0.94978,314.77,405.98,167,0,3
0.43091,24.747,224.25,444.83,564,0,3
-12.679,23.563,101.06,400.16,330,6,3
37.159,10.014,265.76,346.08,479,0,3
37.343,14.479,452.83,424.67,353,0,3
18.59,95.899,561.77,646.91,22,15,3
49.805,35.941,388.5,715.53,58,21,3
49.188,18.002,399.5,747.99,217,4,3
12.997,24.848,157.96,780.69,45,42,3
12.459,24.077,374.84,791.23,128,27,3
47.909,16.232,70.618,726.78,152,2,3
42.753,33.364,241.01,686.12,81,3,3
22.789,20.692,492.28,713.19,79,31,3
36.152,3.005,349.17,261.78,320,2,3
74.454,99.113,358.68,353.83,53,9,5
-74.236,13.931,379.13,397.06,124,48,5
52.957,13.548,410.79,425.21,84,7,5
41.489,38.803,236.03,372.15,112,11,5
-29.832,63.285,191.36,355.2,821,18,5
57.602,10.355,286.85,426.09,590,3,5
59.865,65.627,263.65,417.21,414,4,5
80.933,25.16,503.96,383.52,174,6,5
83.022,0.57811,35.44,48.593,1740,0,1
13.848,12.079,569.55,89.624,93,20,2
87.904,15.123,573.87,180.31,68,9,2
52.791,12.568,584.83,429.8,30,25,2
67.904,0.70274,413.76,135.94,275,1,3
26.909,74.949,449.5,358.31,3482,0,3
70.639,15.994,378.54,682.25,529,1,3
74.915,0.77617,150.24,711.49,327,1,3
68.983,21.663,217.06,370.47,202,2,3
54.656,20.045,263.57,171.17,306,2,3
40.637,3.927,283.97,34.229,105,6,3
36.845,22.061,173.17,42.767,30,2,3
37.007,16.348,141.84,167.21,220,1,3
29.722,32.877,70.736,366.18,72,2,3
18.334,50.838,98.948,404.61,362,6,3
29.101,22.079,20.238,198.39,172,0,3
39.179,14.971,61.901,62.745,141,2,3
23.778,11.874,312.95,94.879,390,11,3
22.893,73.477,279.82,283.51,477,6,3
24.363,10.938,457.11,295.43,1936,8,3
60.892,35.574,446.59,552.19,557,6,3
8.12,47.697,246.45,545.84,496,10,3
53.317,26.681,191.72,549.45,239,1,3
10.321,83.867,68.669,540.4,519,9,3
30.516,14.454,98.962,517.76,183,4,3
11.988,53.581,490.54,729.96,580,5,5
-20.638,13.096,492.2,662.69,108,8,5
12.372,93.767,496.75,609.68,208,9,5
-19.237,23.875,494,522,25,41,5
-1.747,14.67,470.07,466.1,137,17,5
18.689,84.906,471.2,425.55,113,16,5
31.643,6.784,469.9,398.06,807,3,5
26.909,74.949,449.5,358.31,3482,4,5
65.398,13.212,493.39,298.47,169,6,5
37.968,65.632,494.96,221.03,859,13,5
34.259,18.979,483.84,159.41,83,8,5
32.875,97.853,484.46,132.97,803,14,5
47.018,33.392,470.1,45.94,50,17,5
31.84,12.948,476.61,13.553,282,13,5
39.786,19.568,351.25,14.972,71,11,5
29.332,61.089,338.7,73.393,178,7,5
20.625,17.29,353.1,152.87,105,28,5
17.239,83.283,304.1,178.63,1317,3,5
36.669,15.571,335.72,251.16,377,16,5
13.444,80.593,330.94,349.29,49,4,5
52.713,15.622,307.37,391.39,54,14,5
25.612,22.083,303.34,425.21,108,32,5
36.75,15.904,284.44,461.75,418,2,5
22.05,18.804,286.34,588.55,331,5,5
15.772,10.815,280.07,656.28,112,23,5
29.317,95.199,256.25,781.25,20,17,5
10.592,25.459,53.277,716.44,112,76,5
-29.171,41.126,77.873,623.07,118,17,5
61.819,17.443,112.46,576.74,76,0,5
13.796,19.992,120.46,472.07,358,39,5
79.657,16.158,141.12,410.75,427,3,5
22.318,57.694,172.87,354.22,174,4,5
15.06,21.214,217.67,76.404,57,1,5
11.98,24.879,242.04,38.688,442,33,5
28.103,77.219,112.91,64.065,633,11,5
15.008,14.42,103.56,100.76,1299,5,5
33.011,17.704,90.192,175,343,9,5
26.262,16.473,44.341,251.95,1310,16,5
89.379,0.043707,157.92,381.89,1159,0,1
84.127,22.006,32.99,346.16,1535,0,1
78.641,1.793,36.075,506.21,1063,0,1
-10.127,21.114,354.81,331.81,32,20,2
2.247,13.273,494.18,516.76,17,18,2
-37.209,20.377,43.128,55.154,39,13,3
20.134,24.903,408.09,59.73,244,2,3
25.429,10.888,267.06,176.65,669,3,3
-13.08,20.56,133.98,204.11,46,12,3
10.102,52.006,232.21,294.2,147,6,3
57.781,64.976,448.49,222.68,703,3,3
38.394,28.414,330.96,535.56,113,41,3
74.842,0.81008,170.99,620.06,95,1,3
17.32,34.383,290.6,606.7,10,56,3
52.639,39.63,224.85,745.67,60,48,3
64.176,0.39416,72.449,630.55,176,0,3
66.907,23.024,59.571,538.92,1120,1,3
58.844,23.705,174.14,488.74,142,5,3
62.421,0.56374,284.92,485.59,122,0,3
99.644,82.988,212.88,475.76,538,4,3
6.674,10.792,383.67,467.81,271,0,3
18.38,18.056,339.54,420.85,26,10,3
33.144,15.764,302.06,409.25,163,1,3
26.661,12.474,227.47,409.41,783,5,3
0.41213,14.722,242.36,356.76,240,1,3
63.847,18.987,425.66,170.8,103,54,5
44.568,15.974,270.58,346.95,201,4,5
27.493,17.002,284.39,387.38,579,17,5
1.015,24.1,343.12,350.59,244,41,5
33.023,16.371,208.33,335.87,249,12,5
-2.527,77.259,142.44,547.47,75,6,5
80.421,13.219,232.07,508.74,203,0,5
46.258,10.281,468.91,745.61,187,1,5
21.547,11.701,472.47,633.1,70,10,5
-22.294,39.45,466.68,360.21,66,82,7
79.654,13.087,109.59,128.4,11454,1,1
82.167,0.25335,126.74,197.1,1208,0,1
80.603,0.30049,83.159,388.8,2636,1,1
81.78,0.12324,38.339,495.94,5020,0,1
45.549,16.096,51.239,225.11,1533,7,2
46.517,14.352,19.819,71.143,711,2,2
47.264,84.395,181.88,17.519,721,1,2
-90.209,29.941,411.43,277.96,49,43,2
64.776,29.26,388.39,337.18,114,50,2
19.928,2.753,531.19,393.19,195,5,2
15.499,86.837,536.7,128.51,555,2,2
19.832,41.517,531.54,30.407,113,2,2
-21.044,66.272,407.81,45.37,27,7,3
33.697,53.786,435.81,144.64,162,9,3
83.984,66.893,244.24,154.99,80,9,3
16.463,47.749,308.63,216.12,112,6,3
10.034,52.664,270.56,282.85,81,12,3
-35.622,6.621,205.29,287.07,56,9,3
17.059,87.342,217.27,342.65,141,17,3
16.697,12.686,304.44,413.9,79,27,3
13.664,38.079,455.69,413.08,26,4,3
15.299,56.851,418.42,498.36,99,14,3
10.458,51.787,236.04,498.42,113,13,3
10.658,66.751,213.25,443.88,48,9,3
49.507,95.658,355.4,560.4,225,8,3
21.066,46.979,315.64,644.76,59,5,3
-33.316,68.163,357.38,648.81,26,8,3
11.123,70.012,416.79,642.7,186,4,3
12.016,23.65,280.49,736.18,39,20,3
18.534,76.566,423.5,735.93,58,13,3
14.823,24.207,136.27,587.93,15,17,4
21.253,26.178,139.29,419.12,17,26,4
28.09,14.78,207.91,87.571,35,20,4
18.493,35.779,93,693.3,155,3,5
-12.087,51.683,70.966,752.24,294,3,5
-91.119,14.812,558.62,63.327,107,7,7
78.611,26.943,195.19,667.63,632,0,1
86.527,0.0022927,18.304,656.72,2617,0,1
87.169,0.72062,124.31,363.47,1339,0,1
87.967,0.015208,30.28,165.77,8213,0,1
45.515,16.733,260.75,56.924,1045,0,1
59.135,87.913,509.96,22.173,52,21,2
0.61247,91.559,495.35,141.63,117,6,2
4.808,81.825,469.62,44.856,104,14,2
13.315,19.259,356.55,510.6,67,27,2
11.951,22.353,295.41,609.52,46,36,2
61.213,54.952,188.64,564.82,66,83,2
12.129,11.613,231.09,421.16,32,35,3
0.37439,52.011,223.33,252.22,114,4,3
77.952,37.839,250.75,187.61,197,5,3
-15.671,20.298,399.78,743.5,18,30,3
34.541,2.763,343.67,791.41,91,1,3
22.645,27.32,78.609,765.87,23,48,3
27.169,49.043,539.19,152.06,78,5,3
0.86457,89.476,271.2,364.87,54,16,4
33.275,93.705,276.06,262.49,82,8,4
-22.034,11.586,327.76,410.63,186,4,5
10.183,14.983,338.69,380.99,104,35,5
25.643,93.482,332.97,321.72,266,4,5
26.803,13.783,315.76,283.68,524,19,5
14.67,79.266,343,225.84,292,2,5
-14.084,12.137,340.17,174.98,58,26,5
25.29,16.786,351.57,133.27,240,19,5
13.966,21.291,417.85,129.3,213,12,5
49.93,43.506,420.86,154.02,43,4,5
12.944,71.527,416.65,218.25,106,5,5
94.943,65.902,420.44,280.14,119,11,5
20.238,83.765,421.33,328,18,7,5
14.667,50.961,428.8,383.8,91,14,6
28.115,32.749,431.73,417.55,108,3,6
15.906,34.932,440.11,55.112,80,57,7
70.774,76.929,133.62,709.38,809,0,1
87.18,0.020997,34.007,674.07,7405,0,1
85.379,2.193,41.066,460.84,2060,0,1
10.953,13.682,150.89,405.49,55,31,2
94.828,22.531,64.558,370.42,43,68,2
-61.207,18.909,317.07,224.41,107,17,2
12.583,29.749,239.03,99.624,109,57,2
-86.923,25.971,79.509,135.77,57,26,2
-29.733,20.935,572.17,727.96,23,23,2
-0.15152,19.027,312.66,667.8,85,42,3
-11.825,19.047,336.2,521.1,41,31,3
64.063,30.146,342.93,363.85,27,47,3
68.438,0.68029,227.96,434.55,383,1,3
59.137,32.232,272.01,529.26,436,2,3
29.141,46.023,122.66,532.67,261,0,3
39.866,10.705,145.21,624.64,149,3,3
39.852,19.955,159.98,651.34,58,1,3
36.667,71.065,196.09,730.82,500,2,3
29.9,94.838,208.86,757.1,790,3,3
11.922,20.951,293.48,789.06,66,38,3
-11.741,20.78,380.08,789.73,132,8,3
-61.102,13.46,440.05,659.24,106,16,5
18.766,52.132,438.14,593.72,36,11,5
14.673,49.147,444.91,487.33,93,3,5
20.721,86.616,451.89,455.32,98,23,5
40.171,41.993,440.74,424.68,66,10,5
52.155,45.581,455.47,128.24,169,5,5
-14.464,57.212,452.23,90.76,96,18,5
43.033,26.168,447.6,62.41,78,20,5
-31.796,94.013,157.22,474.13,436,10,5
14.925,32.768,154.66,517.05,318,3,5
-25.383,69.761,230.3,727,30,9,5
-57.211,86.179,291.54,730.53,89,6,5
12.206,14.711,461.53,313.85,75,22,6
80.129,10.894,462.57,258.8,136,43,6
60.586,22.486,489.31,536.86,195,4,7
73.309,0.2999,38.053,645.49,10264,0,1
79.126,0.32597,48.236,57.793,5571,0,1
44.713,0.78137,403.71,48.032,4165,1,1
15.33,45.594,544.7,123.66,47,6,3
24.468,10.03,453.88,220.4,145,24,3
-1.859,82.526,322.44,141.3,43,9,3
11.205,14.907,254.79,211.04,200,54,3
13.616,10.587,123.44,239.74,39,19,3
-2.646,94.758,73.956,323.99,91,15,3
-24.527,13.904,187.11,617.34,38,32,3
64.625,10.052,358.96,613.18,163,14,3
14.663,46.863,423.91,724.14,74,12,3
15.776,41.682,543.84,659.88,205,4,3
34.718,59.329,447.3,436.25,137,5,3
-20.818,65.421,344.05,401.94,167,6,3
-85.787,13.241,259.44,404.64,100,30,3
63.163,11.599,175.43,377.27,30,18,3
44.746,1.235,136.97,436.18,60,1,5
10.245,97.835,125.12,373.04,139,1,5
-17.051,14.541,343.04,753.35,178,5,5
-10.742,18.969,248.93,720.46,333,8,5
41.447,48.627,395.58,467.45,31,2,5
29.974,28.686,296.36,320.2,520,2,5
-12.8,30.581,219.85,505.85,317,8,5
-15.559,27.902,502.22,685.58,120,20,5
31.691,13.228,510.44,479.82,231,1,5
87.773,0.10472,85.749,678.17,992,0,1
86.585,0.23525,21.172,554.52,577,0,1
87.715,0.051128,53.908,23.088,1411,0,1
81.944,13.109,327.05,20.64,856,0,1
20.665,15.337,577,464.09,108,15,2
-23.918,22.655,223.54,785.51,103,57,2
26.922,82.202,418.3,60.652,89,8,3
64.834,76.612,247.12,72.424,59,9,3
-28.139,59.297,249.07,178.21,70,8,3
-0.68704,50.131,406.11,260.4,141,3,3
12.612,44.178,475.44,167.75,321,6,3
16.221,49.553,347.7,593.54,120,5,3
0.034307,81.667,139.7,579.27,141,7,3
0.051722,73.444,49.961,199.25,153,5,3
12.451,31.736,43.83,470.79,53,8,3
96.383,42.198,123.08,371.66,95,1,3
-25.482,18.142,180,292.27,114,3,3
-1.543,63.424,271.52,400.87,82,15,3
-0.74955,5.735,276.98,533.78,175,1,3
-0.89004,7.292,448.11,761.78,93,8,3
10.909,29.154,483.57,534.81,37,2,3
0.26061,43.141,533.12,339.63,143,4,3
31.009,13.449,41.694,312.51,170,3,5
23.108,2.445,60.348,408.12,69,1,5
-14.693,28.596,214.48,680.81,1407,8,5
-0.57425,16.553,299.02,721.49,209,17,5
-99.709,26.319,301.24,688.76,152,12,5
-26.901,24.657,48.823,381.8,509,19,5
12.255,38.728,121.48,267.04,231,25,5
18.667,30.097,211.92,183.15,320,12,5
-24.901,42.074,235.46,408.24,118,32,5
43.056,29.236,308.85,333.02,416,12,5
57.247,30.574,312.48,257.59,383,14,5
33.949,19.478,424.7,318.45,119,11,5
5.195,19.187,439.85,464.2,623,3,5
-12.565,27.356,448.92,715.92,396,7,5
31.917,25.369,568.52,633.43,234,0,5
55.117,11.747,559.83,728.37,263,3,5
11.89,27.149,579.52,26.47,164,44,7
45.476,0.40506,32.328,21.804,189,1,1
10.292,32.607,105.44,28.08,25,75,3
-15.344,47.48,453.73,52.409,22,40,3
10.745,57.805,322.6,205.04,25,95,3
1.562,38.505,109.48,144.57,44,49,3
11.691,39.192,97.554,252.35,65,68,3
77.392,53.455,78.8,440.23,35,63,3
38.987,42.293,65.467,559.37,30,71,3
31.892,54.986,236.32,552.89,66,59,3
84.042,44.299,297.72,460.76,50,85,3
-12.282,26.223,507.59,588.51,41,45,3
20.882,29.478,411.62,677.52,60,32,3
